Date,Sector Rotation,Vol-Managed SPY,200-MA Filter,Dual Momentum,Composite Signal,Seasonal+MeanRev,Risk Parity,Average All,Best3 Blend,SPY_BH
2014-03-10,0.998001,1.059674995220422,1.028646605999273,0.9990002500000001,,1.0333286244175726,,1.0190579384711673,,1.028646605999273
2014-03-11,0.998001,1.052233090981689,1.023562290216796,0.9990002500000001,,1.0284254650206994,,1.0156521335731152,,1.023562290216796
2014-03-12,0.998001,1.0526355909361527,1.0238356427302104,0.9990002500000001,,1.0286891302425167,,1.015836161066836,,1.0238356427302104
2014-03-13,0.998001,1.035230167824532,1.0123552468371144,0.9990002500000001,,1.0147979707844883,,1.0074551142322241,,1.0123552468371144
2014-03-14,0.998001,1.0311748160046503,1.009512544565728,0.9990002500000001,,1.01137849703091,,1.0054210699825414,,1.009512544565728
2014-03-17,0.998001,1.043987385881176,1.0186417401401826,0.9990002500000001,,1.0223537806751546,,1.011920150879223,,1.0186417401401826
2014-03-18,0.998001,1.053826240913289,1.0259128760299747,0.9990002500000001,,1.0311109399084397,,1.0170056685632507,,1.0259128760299747
2014-03-19,0.998001,1.0464981165778777,1.0204463378495725,0.9990002500000001,,1.0245178568664737,,1.013206858824426,,1.0204463378495725
2014-03-20,0.998001,1.054249014554686,1.0264049924881822,0.9990002500000001,,1.0316967720376768,,1.0173109318411209,,1.0264049924881822
2014-03-21,0.998001,1.0489256595775287,1.0224239188467692,0.9990002500000001,,1.0268948536660993,,1.0145474116940139,,1.0224239188467692
2014-03-24,0.998001,1.0432847286345037,1.018196018844424,0.9990002500000001,,1.0217991879553983,,1.0116102566115541,,1.018196018844424
2014-03-25,0.998001,1.0496268101279314,1.0230281825519567,0.9990002500000001,,1.027618304346792,,1.014952563301733,,1.0230281825519567
2014-03-26,0.998001,1.0398982126518892,1.0156699917215868,0.9990002500000001,,1.0187488576827093,,1.0098590734833863,,1.0156699917215868
2014-03-27,0.998001,1.0371736633021986,1.0135286450185264,0.9990002500000001,,1.016171452196172,,1.008393102199893,,1.0135286450185264
2014-03-28,0.998001,1.043480674827994,1.0185259058604255,0.9990002500000001,,1.022183801820437,,1.0118071553092134,,1.0185259058604255
2014-03-31,0.997002999,1.0540488085878728,1.0268716069696795,0.9985007498750001,,1.0322346100792699,,1.017200968745728,,1.0268716069696795
2014-04-01,0.997002999,1.0623638656703993,1.0336805323337919,0.9985007498750001,,1.0404479933734376,,1.021773556773286,,1.0336805323337919
2014-04-02,0.997002999,1.0666635902717,1.037139993254778,0.9985007498750001,,1.0446265252050477,,1.0241052743122911,,1.037139993254778
2014-04-03,0.997002999,1.0646989226948473,1.035767188050654,0.9985007498750001,,1.042967267547072,,1.0231315754492791,,1.035767188050654
2014-04-04,0.997002999,1.0475264507667863,1.023522142526553,0.9985007498750001,,1.0281710679934288,,1.0145090760549358,,1.023522142526553
2014-04-07,0.997002999,1.0332248705382014,1.0122108380533321,0.9985007498750001,,1.0145358503260256,1.0012384088666133,1.0082990490966877,,1.0122108380533321
2014-04-08,0.997002999,1.0381120347205615,1.016383842234325,0.9985007498750001,,1.019554957633732,1.004105757683514,1.011099376382068,,1.016383842234325
2014-04-09,0.997002999,1.0507910662883968,1.0273109783756547,0.9985007498750001,,1.0327084321728082,1.003514883215757,1.0170441816452827,,1.0273109783756547
2014-04-10,0.997002999,1.0269642657040572,1.0057313900349127,0.9985007498750001,,1.0066768721353139,1.0044524077812422,1.0055255054279912,,1.0057313900349127
2014-04-11,0.997002999,1.0185977913189823,0.9966710190723033,0.9985007498750001,,0.995794205859132,1.0079810994821004,1.0014274902361795,,0.9966710190723033
2014-04-14,0.997002999,1.0259282170949584,1.0045230674596923,0.9985007498750001,,1.005208374593243,1.0081433650082976,1.005548326127629,,1.0045230674596923
2014-04-15,0.997002999,1.0322353066933332,1.011441682048933,0.9985007498750001,,1.01351637613265,1.0146137430349433,1.0101936611850015,,1.011441682048933
2014-04-16,0.997002999,1.042015328208588,1.0220396480973013,0.9985007498750001,,1.0262600219613962,1.0183995429335517,1.0162982027214214,,1.0220396480973013
2014-04-17,0.997002999,1.043299990772253,1.0234669394524691,0.9985007498750001,,1.0279798441544707,1.010588260675748,1.0157282349857895,,1.0234669394524691
2014-04-21,0.997002999,1.046550235617485,1.0270363968513148,0.9985007498750001,,1.0322820801554238,1.010934171633366,1.017612476419634,,1.0270363968513148
2014-04-22,0.997002999,1.0508315692329897,1.0317037706772125,0.9985007498750001,,1.0379115355982478,1.0146576932814313,1.0206266554976646,,1.0317037706772125
2014-04-23,0.997002999,1.0486165726833876,1.029287842449812,0.9985007498750001,,1.0349949777478284,1.018248729180374,1.0199937981553622,,1.029287842449812
2014-04-24,0.997002999,1.0505383347867725,1.0313744981666741,0.9985007498750001,,1.0375128485686098,1.0202127467899595,1.0213914449336243,,1.0313744981666741
2014-04-25,0.997002999,1.042702666387212,1.0229181860740977,0.9985007498750001,,1.027304879537206,1.0190632453384705,1.0168592928915199,,1.0229181860740977
2014-04-28,0.997002999,1.04568753999424,1.0261576540393644,0.9985007498750001,,1.031208911699069,1.0163506315573418,1.0180740866713005,,1.0261576540393644
2014-04-29,0.997002999,1.0500893909919606,1.030935229178276,0.9985007498750001,,1.0369702229831559,1.016641150144821,1.0205748350134938,,1.030935229178276
2014-04-30,0.996005996001,1.0529233823973654,1.0340101120970622,0.9980014995000627,,1.0406816825616387,1.0205417086723851,1.0225474826796925,,1.0340101120970622
2014-05-01,0.996344950051518,1.053022507884365,1.0341195964870358,0.9980014995000627,,1.0408139115189834,1.028518850592798,1.0239933606792249,,1.0341195964870358
2014-05-02,0.9902073783518125,1.0516048242510116,1.032637204475361,0.9980014995000627,,1.0397424679173937,1.0326765849858388,1.0229818516839932,,1.032637204475361
2014-05-05,0.9939615740507258,1.0534977470166105,1.0346139661319407,0.9980014995000627,,1.0410163003359907,1.0287396023976234,1.0238204199014955,,1.0346139661319407
2014-05-06,0.9907278072607754,1.0448804342340083,1.0256087982434152,0.9980014995000627,,1.0352173287443642,1.029066241212782,1.0194879535993313,,1.0256087982434152
2014-05-07,1.0021050987358737,1.0508074473558093,1.0316487724382826,0.9980014995000627,,1.0400614500836614,1.0281779572519218,1.024052115662382,,1.0316487724382826
2014-05-08,0.9941614930417955,1.0496706929086588,1.0305508560112304,0.9980014995000627,,1.0391759544912094,1.0247078504461022,1.021611570998782,,1.0305508560112304
2014-05-09,0.9905465566190836,1.0512542122603463,1.0320884510969894,0.9980014995000627,,1.0404163255658008,1.022783255321989,1.0213867916889139,,1.0320884510969894
2014-05-12,0.9901224858121922,1.0621190401619098,1.0421366395912144,0.9980014995000627,,1.04851973905959,1.022736103060393,1.0260486220086833,,1.0421366395912144
2014-05-13,0.9928024458503741,1.0633595311963966,1.0430698685542086,0.9980014995000627,,1.0492708950608955,1.02930451567654,1.0280851438421048,,1.0430698685542086
2014-05-14,0.9928189983100345,1.0557755470462478,1.0381279132039707,0.9980014995000627,,1.0452938269315035,1.0357674684149305,1.0264805282688172,,1.0381279132039707
2014-05-15,0.9848047649734604,1.0418708396402274,1.0290130560903172,0.9980014995000627,,1.0379516073432762,1.0389342533537738,1.0206656751336265,,1.0290130560903172
2014-05-16,0.9869932055193903,1.0470090368035165,1.0325825134891626,0.9980014995000627,,1.040831978217132,1.037919257424894,1.022778592734661,,1.0325825134891626
2014-05-19,0.9822712608328574,1.052756039842521,1.0363712469206872,0.9980014995000627,,1.0438871799940017,1.0336066041895353,1.0233162731139906,,1.0363712469206872
2014-05-20,0.9801421058414347,1.042800032520824,1.0298372103336464,0.9980014995000627,,1.0386220420063628,1.0333010841841956,1.019347722106833,,1.0298372103336464
2014-05-21,0.9857658540972835,1.0558510578771299,1.0385125936237476,0.9980014995000627,,1.0456215516123781,1.0314068619414913,1.0247134222190797,,1.0385125936237476
2014-05-22,0.9876237059228667,1.0594866899956483,1.041038723164162,0.9980014995000627,,1.0476562889903085,1.0311091847666474,1.0263218455802585,,1.041038723164162
2014-05-23,0.9866956656153797,1.0655400570469258,1.0452114200924234,0.9980014995000627,,1.0510156661828542,1.0362200594107192,1.0292203951115493,,1.0452114200924234
2014-05-27,0.9910941815616005,1.0747969900687866,1.0516362795422218,0.9980014995000627,,1.0561840964582632,1.0423767597655142,1.0343924641009214,,1.0516362795422218
2014-05-28,0.9931697410810855,1.073608487793695,1.0508673283729766,0.9980014995000627,,1.055566275250145,1.051260069816736,1.0358051744115748,,1.0508673283729766
2014-05-29,0.9995567484045966,1.0818889680381103,1.0563037557856967,0.9980014995000627,,1.0599348643420505,1.0489337793364335,1.0394723955032508,,1.0563037557856967
2014-05-30,1.0041189422441033,1.084477533089242,1.0580061407530905,0.9980014995000627,,1.0613014539576524,1.0491123092459766,1.0412097022767621,,1.0580061407530905
2014-06-02,1.0041189422441033,1.0863208827065443,1.059213848822848,0.9980014995000627,,1.0622706296786761,1.0439818713479334,1.0410125982381246,,1.059213848822848
2014-06-03,1.0041189422441033,1.0854801088527783,1.058664378521436,0.9980014995000627,,1.0618297848662945,1.0348178382229745,1.0391933104323312,,1.058664378521436
2014-06-04,1.0041189422441033,1.0887664191147934,1.060806032477228,0.9980014995000627,,1.0635482308669526,1.035255628843905,1.04042162607245,,1.060806032477228
2014-06-05,1.0041189422441033,1.0993958894304425,1.0677247494840454,0.9980014995000627,,1.0679536225951043,1.0376201247750396,1.0443598171910267,,1.0677247494840454
2014-06-06,1.0041189422441033,1.1072828560114865,1.0728316995510727,0.9980014995000627,,1.0704777422796516,1.0390969792527023,1.0471001739416819,,1.0728316995510727
2014-06-09,1.0041189422441033,1.1089826156814098,1.0739296159781249,0.9980014995000627,,1.0710254959946726,1.038361634115742,1.0475124640987203,,1.0739296159781249
2014-06-10,1.0041189422441033,1.1091526785346393,1.0740394076208302,0.9980014995000627,,1.0710802433667699,1.0357027607952434,1.0471189586723788,,1.0740394076208302
2014-06-11,1.0041189422441033,1.1033685008537153,1.070305365175504,0.9980014995000627,,1.0692183661103565,1.0359427499493865,1.0453391728091042,,1.070305365175504
2014-06-12,1.0041189422441033,1.0916505502449736,1.0627274886421465,0.9980014995000627,,1.0654332758785356,1.0402688975889776,1.0423661807929658,,1.0627274886421465
2014-06-13,1.0041189422441033,1.096642788677132,1.0659674686952991,0.9980014995000627,,1.0674823104959739,1.0408119015924937,1.0441151024868662,,1.0659674686952991
2014-06-16,1.0041189422441033,1.097998834235924,1.0668462115072497,0.9980014995000627,,1.068045505113314,1.0428968659786768,1.0449141473300234,,1.0668462115072497
2014-06-17,1.0041189422441033,1.1025760288971582,1.0698110979481763,0.9980014995000627,,1.0703859031880916,1.0379348255715855,1.045677132149154,,1.0698110979481763
2014-06-18,1.0041189422441033,1.1147148265965094,1.0776631463355655,0.9980014995000627,,1.0753796618866767,1.0458221261729754,1.051012448945775,,1.0776631463355655
2014-06-19,1.0041189422441033,1.1165893085647922,1.0788712640756315,0.9980014995000627,,1.0761512188994589,1.0367625168530912,1.0501116331181528,,1.0788712640756315
2014-06-20,1.0041189422441033,1.119989623622281,1.0810615663805698,0.9980014995000627,,1.0775494781794777,1.0428613654409162,1.052256898010216,,1.0810615663805698
2014-06-23,1.0041189422441033,1.1194757014284893,1.0807308600239511,0.9980014995000627,,1.0773385137138305,1.04048989990813,1.0516896345961035,,1.0807308600239511
2014-06-24,1.0041189422441033,1.1093595554690145,1.0742201746445006,0.9980014995000627,,1.0731847545158448,1.0459394434643245,1.0492919688745914,,1.0742201746445006
2014-06-25,1.0041189422441033,1.116881074792923,1.0790756895596234,0.9980014995000627,,1.0770310804259806,1.0492529178966112,1.0524489496666598,,1.0790756895596234
2014-06-26,1.0041189422441033,1.1156816724633245,1.078303153775178,0.9980014995000627,,1.0764142228256182,1.0525140897425809,1.0525797237100243,,1.078303153775178
2014-06-27,1.0041189422441033,1.11893541378585,1.0803996415794463,0.9980014995000627,,1.0780884750301818,1.052041087566663,1.0536264464026857,,1.0803996415794463
2014-06-30,1.0031148233018592,1.118078310184038,1.0798479180913372,0.9975024987503127,,1.0776480404272497,1.053687905050954,1.0533419947514653,,1.0798479180913372
2014-07-01,1.0033915004399057,1.1293032285978595,1.087075321675686,0.9975024987503127,,1.0834181842999662,1.049719469375787,1.0566067276601383,,1.087075321675686
2014-07-02,0.9967484405948465,1.131023014056575,1.0881789734870586,0.9975024987503127,,1.0842981354258798,1.042255621879321,1.0547786903880885,,1.0881789734870586
2014-07-03,0.995833061532528,1.1393668301063922,1.0935308039810523,0.9975024987503127,,1.0868994495074116,1.0412434116950924,1.0570297499549188,,1.0935308039810523
2014-07-07,0.9951900996182735,1.1334171876387906,1.0897239426383722,0.9975024987503127,,1.0850075615593782,1.045394722118013,1.0557784832064054,,1.0897239426383722
2014-07-08,0.9939323507583956,1.122485420068062,1.0827170440976281,0.9975024987503127,,1.080512175059839,1.0513247333763611,1.0529966050256754,,1.0827170440976281
2014-07-09,0.9968351869565852,1.1300357304314395,1.0875722517600197,0.9975024987503127,,1.0843538549979685,1.0534026069853948,1.0564474712281577,,1.0875722517600197
2014-07-10,0.9949556567362149,1.1233286241142812,1.0832688700033146,0.9975024987503127,,1.0809213374140676,1.052260064315172,1.053625385077656,,1.0832688700033146
2014-07-11,0.9915909501132226,1.1256457522191237,1.084758533662967,0.9975024987503127,,1.0821104857630153,1.0572789126658044,1.054665987410164,,1.084758533662967
2014-07-14,0.9930427080486247,1.1341480943104276,1.090220872722706,0.9975024987503127,,1.0864696895414834,1.0561080482994636,1.0576496201682117,,1.090220872722706
2014-07-15,0.9927372508184948,1.1309618370324417,1.0881789734870586,0.9975024987503127,,1.084841790693362,1.0540179526119662,1.0561570480294744,,1.0881789734870586
2014-07-16,1.0018933116868944,1.1372411949544579,1.0922068519612294,0.9975024987503127,,1.088054211446255,1.0590263842033283,1.0607671205106903,,1.0922068519612294
2014-07-17,0.989136933676855,1.1178529917862023,1.079793227105139,0.9975024987503127,,1.0781610694798007,1.063469013354827,1.0526268190973012,,1.079793227105139
2014-07-18,0.9974320782890558,1.1349879398100542,1.0908275944497452,0.9975024987503127,,1.086975220188405,1.0650640387030963,1.0602774259502346,,1.0908275944497452
2014-07-21,0.9972034826787864,1.131800936756674,1.0887855927965207,0.9975024987503127,,1.0853473881035314,1.067862777488716,1.0596096393895214,,1.0887855927965207
2014-07-22,1.0016674127968406,1.1391999616417763,1.0935308039810527,0.9975024987503127,,1.0891315693779389,1.0709228548944818,1.0634461887201476,,1.0935308039810527
2014-07-23,1.0047093253307111,1.1429664867227238,1.0959584078122486,0.9975024987503127,,1.0910658395134467,1.0708229643615323,1.0652621660269663,,1.0959584078122486
2014-07-24,1.0057773442293623,1.1430517324917104,1.09601371330391,0.9975024987503127,,1.0911098863913273,1.065587718356195,1.064612256032322,,1.09601371330391
2014-07-25,1.0002249818991595,1.1350219305235274,1.0908825926886754,0.9975024987503127,,1.0870233561856626,1.072110027550327,1.0619770904128027,,1.0908825926886754
2014-07-28,1.0046460225624754,1.1357105315924882,1.0913238076110394,0.9975024987503127,,1.087375079407884,1.0712993918903317,1.0628618308575501,,1.0913238076110394
2014-07-29,1.0000190136768743,1.1283906678178035,1.0866346188412086,0.9975024987503127,,1.0836373018753915,1.0722123531505305,1.0596851464383945,,1.0866346188412086
2014-07-30,0.9927455297703087,1.1286479893169192,1.0867998183931522,0.9975024987503127,,1.083769096974598,1.0625942691585035,1.0569048915759036,,1.0867998183931522
2014-07-31,0.9731608971896126,1.0952147115319142,1.0653373957606702,0.9970037475009376,,1.066647040086747,1.0530849415044885,1.0402857282262736,,1.0653373957606702
2014-08-01,0.9690619704119495,1.091220543952694,1.0620822579060993,0.9970037475009376,,1.0640397285090486,1.057446148616747,1.0386876005770986,,1.0620822579060993
2014-08-04,0.9781969279966624,1.1004569368747807,1.069751388500698,0.9970037475009376,,1.0701863406570493,1.0581434687479845,1.0441489909987471,,1.069751388500698
2014-08-05,0.9648404771792841,1.0881847209628512,1.0593788435396376,0.9970037475009376,,1.0618849307747134,1.057047951715437,1.0366146560464307,,1.0593788435396376
2014-08-06,0.9646289465026273,1.0885515729976476,1.059709447478679,0.9970037475009376,,1.0621500395924426,1.0575895292519204,1.0368205907927475,,1.059709447478679
2014-08-07,0.9571388836268978,1.0819300648000374,1.0539718099715596,0.9970037475009376,,1.0575493582114444,1.0623065657731574,1.033514304289,,1.0539718099715596
2014-08-08,0.9683407329888056,1.096103052871507,1.066165237036777,0.9970037475009376,,1.0702228042878907,1.064829666264552,1.0422528619928717,,1.066165237036777
2014-08-11,0.969800436061176,1.0994081109784766,1.0692546632515185,0.9970037475009376,,1.072652380652764,1.0657698975580558,1.0440895814322972,,1.0692546632515185
2014-08-12,0.9669911443954321,1.0978109476878652,1.0677651020094432,0.9970037475009376,,1.0714569450153217,1.0606307057639908,1.042057240487996,,1.0677651020094432
2014-08-13,0.9750790866639126,1.1056799224521654,1.074993017681678,0.9970037475009376,,1.0772592702124473,1.0676431934537256,1.0480192125724903,,1.074993017681678
2014-08-14,0.9776260389869302,1.11105968801475,1.0800686279700973,0.9970037475009376,,1.0813283185841116,1.075083889717607,1.052027125041444,,1.0800686279700973
2014-08-15,0.9803607182276329,1.110825474279349,1.0798479180913383,0.9970037475009376,,1.0811515447488844,1.0828938888867012,1.0536898863855475,,1.0798479180913383
2014-08-18,0.9868514155730268,1.1209690054227242,1.0888964086149981,0.9970037475009376,,1.088399076067622,1.0786909765067563,1.0584234134233035,,1.0888964086149981
2014-08-19,0.9936040699536606,1.1274658731917113,1.0945791503007647,0.9970037475009376,,1.0929431930296287,1.0783161961525431,1.0622486968871825,,1.0945791503007647
2014-08-20,0.994265763647598,1.130770712827301,1.0975032745459856,0.9970037475009376,,1.0952789961104814,1.0780933354260345,1.0637002803397133,,1.0975032745459856
2014-08-21,0.9965898975500076,1.1344114237900425,1.1007033117440497,0.9970037475009376,,1.0972878203182075,1.0831698257079225,1.0663623312468389,,1.1007033117440497
2014-08-22,0.9947783429308149,1.132467339741759,1.0989931430407924,0.9970037475009376,,1.0961967086153526,1.0866330216061724,1.0658500704163365,,1.0989931430407924
2014-08-25,1.00057540337317,1.1387892084038924,1.1045657858311226,0.9970037475009376,,1.0997541249133416,1.0911871873355963,1.0700987033360805,,1.1045657858311226
2014-08-26,1.0036542050377173,1.1396040921456192,1.1052827088711752,0.9970037475009376,,1.1000802318035554,1.0890762433257528,1.0705987326112663,,1.1052827088711752
2014-08-27,1.0026281016388408,1.1391022339749997,1.1048414939488114,0.9970037475009376,,1.0998606627240008,1.0951489755806272,1.0712258378966157,,1.1048414939488114
2014-08-28,1.0020919270570532,1.1383994617266788,1.104234362551464,0.9970037475009376,,1.099558465556034,1.0987828562250264,1.0714654640855172,,1.104234362551464
2014-08-29,1.0066696550014738,1.142019830195299,1.107379401510598,0.9970037475009376,,1.1011243261782433,1.100315746319585,1.0738612112864145,,1.107379401510598
2014-09-02,1.0066696550014738,1.1410787979553383,1.1068276780224888,0.9970037475009376,,1.1008500226499078,1.087417270928352,1.0714819168777447,,1.1068276780224888
2014-09-03,1.0066696550014738,1.1401405525815598,1.10622095629545,0.9970037475009376,,1.100548300150455,1.0912471092417813,1.071817196072832,,1.10622095629545
2014-09-04,1.0066696550014738,1.1376663794395134,1.1046205792348978,0.9970037475009376,,1.09975221495447,1.0818776389464873,1.0695081195048295,,1.1046205792348978
2014-09-05,1.0066696550014738,1.1453376269136466,1.1095861930454574,0.9970037475009376,,1.1022240794523024,1.0821814571880455,1.071962063113274,,1.1095861930454574
2014-09-08,1.0066696550014738,1.140895429422475,1.1067171694567435,0.9970037475009376,,1.100799085655598,1.0815347451915291,1.0704694256279725,,1.1067171694567435
2014-09-09,1.0066696550014738,1.1300603367882407,1.0997101684984223,0.9970037475009376,,1.0963077630784133,1.078648085158206,1.0664413485186575,,1.0997101684984223
2014-09-10,1.0066696550014738,1.136439236228363,1.1038485555383384,0.9970037475009376,,1.0995731478208806,1.0755154216171998,1.0681267139125135,,1.1038485555383384
2014-09-11,1.0066696550014738,1.138398390431548,1.1051172020665003,0.9970037475009376,,1.1005841340830407,1.073587176870857,1.0684827229998226,,1.1051172020665003
2014-09-12,1.0066696550014738,1.128424342848012,1.0986622318490198,0.9970037475009376,,1.0954413399656,1.0640376546390298,1.0634661594088892,,1.0986622318490198
2014-09-15,1.0066696550014738,1.1271491001249863,1.0978344929904902,0.9970037475009376,,1.0947810901905235,1.0648125122528143,1.0631545609247544,,1.0978344929904902
2014-09-16,1.0066696550014738,1.139894353926893,1.1061103453121277,0.9970037475009376,,1.1013833579711674,1.064720639095114,1.0675472052888035,,1.1061103453121277
2014-09-17,1.0066696550014738,1.1421970977744005,1.1076000089717801,0.9970037475009376,,1.1025699960100712,1.063401056439048,1.068117441615766,,1.1076000089717801
2014-09-18,1.0066696550014738,1.1513291930497946,1.11350366537146,0.9970037475009376,,1.1072714726155708,1.0675675003541722,1.0719461937280483,,1.11350366537146
2014-09-19,1.0066696550014738,1.1497725117861497,1.1124999731153862,0.9970037475009376,,1.1064730128802345,1.0762875799634692,1.0728740731169526,,1.1124999731153862
2014-09-22,1.0066696550014738,1.1364533311320273,1.103908367403394,0.9970037475009376,,1.0996369642780897,1.0743571989079477,1.067996292602252,,1.103908367403394
2014-09-23,1.0066696550014738,1.1266957685501773,1.0975896125635234,0.9970037475009376,,1.094601519963829,1.0767317061122277,1.0650274436276574,,1.0975896125635234
2014-09-24,1.0066696550014738,1.1399250863435484,1.1061813206930928,0.9970037475009376,,1.1014561743228457,1.075548384302949,1.069417617098994,,1.1061813206930928
2014-09-25,1.0066696550014738,1.1123352993921725,1.0883325998527853,0.9970037475009376,,1.0872381914981106,1.078306781686073,1.0603841921622736,,1.0883325998527853
2014-09-26,1.0066696550014738,1.1243094406260628,1.0969799207267472,0.9970037475009376,,1.0941490917207684,1.08001702416606,1.0650945545588226,,1.0969799207267472
2014-09-29,1.0066696550014738,1.1216627036125009,1.0949842118183946,0.9970037475009376,,1.0925566446408135,1.0852519066453137,1.0649557799470022,,1.0949842118183946
2014-09-30,1.0056629853464722,1.1178708594751172,1.092101771527074,0.9965052456271871,,1.0902558046768598,1.080183565782485,1.0624195734797468,,1.092101771527074
2014-10-01,0.9928888230390673,1.0983205563078973,1.0773018171233792,0.9965052456271871,,1.0784358541057562,1.0896139008200751,1.0543001997005452,,1.0773018171233792
