date,symbol,name,industry,score,signal,pattern,price
2000-04-28,000248,股票000248,科技,93.85997693570359,强烈买入,趋势上升,97.11
2000-04-28,000484,股票000484,科技,93.80247218410928,强烈买入,上升三角形,43.59
2000-04-28,000051,股票000051,消费,93.79428063580434,强烈买入,杯柄形态,31.76
2000-05-31,000229,股票000229,医药,89.97575742919355,强烈买入,多头排列,57.66
2000-05-31,000486,股票000486,医药,89.86025967195332,强烈买入,多头排列,65.59
2000-05-31,000065,股票000065,医药,89.86025967195332,强烈买入,多头排列,106.45
2000-05-31,000057,股票000057,消费,89.77701114181536,强烈买入,趋势上升,107.84
2000-05-31,000457,股票000457,科技,89.70430126032392,强烈买入,趋势上升,14.61
2000-05-31,000256,股票000256,科技,89.66542674929545,强烈买入,双底形态,105.95
2000-05-31,000261,股票000261,消费,89.60543321436641,强烈买入,上升三角形,17.04
2000-05-31,000334,股票000334,医药,89.50458012864428,强烈买入,双底形态,32.84
2000-05-31,000238,股票000238,医药,89.41934828288163,强烈买入,多头排列,78.27
2000-05-31,000038,股票000038,消费,89.27472835094247,强烈买入,双底形态,67.03
2000-05-31,000287,股票000287,金融,89.27435004938289,强烈买入,上升三角形,62.73
2000-05-31,000382,股票000382,消费,89.25251710511967,强烈买入,双底形态,71.49
2000-05-31,000306,股票000306,科技,89.20734681336154,强烈买入,趋势上升,107.89
2000-05-31,000092,股票000092,制造,89.17082015186828,强烈买入,上升三角形,91.3
2000-05-31,000090,股票000090,消费,89.07834240291714,强烈买入,多头排列,58.7
2000-05-31,000391,股票000391,消费,88.95763064270825,强烈买入,趋势上升,63.15
2000-05-31,000492,股票000492,消费,88.67937071979617,强烈买入,多头排列,53.91
2000-05-31,000366,股票000366,消费,88.65503375152548,强烈买入,上升三角形,113.53
2000-05-31,000350,股票000350,制造,88.64417914847314,强烈买入,杯柄形态,45.87
2000-05-31,000197,股票000197,制造,88.57927255591255,强烈买入,多头排列,119.88
2000-06-30,000072,股票000072,消费,87.39556275678926,强烈买入,双底形态,109.92
2000-06-30,000277,股票000277,金融,87.18046411507875,强烈买入,多头排列,112.6
2000-06-30,000378,股票000378,科技,86.984909651759,强烈买入,杯柄形态,109.37
2000-06-30,000414,股票000414,医药,86.86993263948509,强烈买入,趋势上升,35.51
2000-06-30,000364,股票000364,制造,86.82818780813612,强烈买入,双底形态,41.18
2000-06-30,000278,股票000278,金融,86.75485406946201,强烈买入,杯柄形态,49.59
2000-06-30,000160,股票000160,制造,86.75485406946201,强烈买入,杯柄形态,17.94
2000-06-30,000105,股票000105,消费,86.62387372743973,强烈买入,双底形态,64.2
2000-06-30,000330,股票000330,科技,86.31380508062625,强烈买入,震荡整理,94.77
2000-06-30,000016,股票000016,科技,85.90695250781471,强烈买入,杯柄形态,101.43
2000-06-30,000451,股票000451,制造,85.78992681630808,强烈买入,双底形态,96.87
2000-06-30,000450,股票000450,制造,85.61550633930092,强烈买入,趋势上升,81.3
2000-06-30,000170,股票000170,科技,85.15952598024111,强烈买入,双底形态,77.49
2000-06-30,000272,股票000272,金融,84.87995015407593,强烈买入,双底形态,35.44
2000-06-30,000101,股票000101,科技,84.45918383500504,强烈买入,趋势上升,44.86
2000-06-30,000106,股票000106,金融,83.27846404688322,强烈买入,趋势上升,112.05
2000-06-30,000343,股票000343,金融,83.12587752038337,强烈买入,上升三角形,51.23
2000-06-30,000246,股票000246,消费,82.98750557097583,强烈买入,杯柄形态,57.66
2000-06-30,000151,股票000151,医药,82.85199502765374,强烈买入,震荡整理,108.86
2000-06-30,000130,股票000130,金融,82.49990561136234,强烈买入,双底形态,25.4
2000-07-31,000133,股票000133,科技,89.96906196577568,强烈买入,趋势上升,100.71
2000-07-31,000352,股票000352,金融,89.79855310372443,强烈买入,多头排列,96.97
2000-07-31,000430,股票000430,消费,89.78674698047018,强烈买入,趋势上升,40.8
2000-07-31,000073,股票000073,金融,89.76748377054241,强烈买入,多头排列,30.66
2000-07-31,000184,股票000184,消费,89.6112121890165,强烈买入,多头排列,45.07
2000-07-31,000329,股票000329,医药,89.53050264510506,强烈买入,震荡整理,27.06
2000-07-31,000048,股票000048,制造,89.4922770004215,强烈买入,上升三角形,12.12
2000-07-31,000247,股票000247,制造,89.48269948422181,强烈买入,双底形态,16.5
2000-07-31,000134,股票000134,制造,89.3840098824907,强烈买入,多头排列,77.77
2000-07-31,000200,股票000200,制造,89.36841143246285,强烈买入,趋势上升,97.95
2000-07-31,000322,股票000322,医药,89.36176209885163,强烈买入,双底形态,88.88
2000-07-31,000093,股票000093,金融,89.27435004938289,强烈买入,上升三角形,33.28
2000-07-31,000172,股票000172,金融,89.1987401878678,强烈买入,多头排列,89.37
2000-07-31,000402,股票000402,制造,89.17239629503715,强烈买入,双底形态,101.03
2000-07-31,000394,股票000394,金融,89.17082015186828,强烈买入,上升三角形,109.88
2000-07-31,000427,股票000427,科技,89.15526543934936,强烈买入,杯柄形态,51.65
2000-07-31,000393,股票000393,科技,88.79916178713594,强烈买入,双底形态,96.2
2000-07-31,000198,股票000198,消费,88.50523964861533,强烈买入,上升三角形,19.35
2000-07-31,000365,股票000365,金融,88.50523964861533,强烈买入,上升三角形,93.83
2000-07-31,000257,股票000257,科技,88.23038945621968,强烈买入,杯柄形态,36.36
2000-08-31,000247,股票000247,医药,89.24542929525678,强烈买入,上升三角形,15.09
2000-08-31,000457,股票000457,科技,88.88651146422625,强烈买入,多头排列,13.21
2000-08-31,000190,股票000190,医药,88.17982570188674,强烈买入,多头排列,29.41
2000-08-31,000102,股票000102,科技,87.52651161380054,强烈买入,趋势上升,46.68
2000-08-31,000287,股票000287,金融,86.85328415745603,强烈买入,趋势上升,55.67
2000-08-31,000303,股票000303,制造,86.79593187611238,强烈买入,双底形态,52.84
2000-08-31,000009,股票000009,医药,86.67493552580143,强烈买入,震荡整理,29.57
2000-08-31,000397,股票000397,消费,86.47667335504987,强烈买入,上升三角形,74.88
2000-08-31,000426,股票000426,科技,86.39147975959213,强烈买入,上升三角形,26.34
2000-08-31,000015,股票000015,医药,85.78844920780885,强烈买入,趋势上升,65.2
2000-08-31,000470,股票000470,金融,85.7492033549464,强烈买入,多头排列,46.71
2000-08-31,000490,股票000490,消费,85.68368672464082,强烈买入,杯柄形态,101.65
2000-08-31,000156,股票000156,科技,84.9222922515427,强烈买入,多头排列,46.45
2000-08-31,000364,股票000364,科技,84.91074443891337,强烈买入,趋势上升,37.09
2000-08-31,000024,股票000024,消费,84.8956639546589,强烈买入,杯柄形态,84.04
2000-08-31,000083,股票000083,制造,84.6683250037758,强烈买入,多头排列,62.9
2000-08-31,000450,股票000450,科技,84.02988883785794,强烈买入,趋势上升,74.34
2000-08-31,000471,股票000471,消费,84.01192171347776,强烈买入,杯柄形态,9.77
2000-08-31,000239,股票000239,科技,83.62558782267921,强烈买入,双底形态,75.59
2000-08-31,000033,股票000033,金融,83.60430952370835,强烈买入,双底形态,44.39
2000-09-29,000152,股票000152,制造,89.81339174337697,强烈买入,趋势上升,80.14
2000-09-29,000440,股票000440,制造,89.76748377054241,强烈买入,多头排列,48.33
2000-09-29,000098,股票000098,制造,89.72149309850523,强烈买入,多头排列,22.15
2000-09-29,000004,股票000004,制造,89.70991030276264,强烈买入,上升三角形,36.91
2000-09-29,000454,股票000454,制造,89.37811621674959,强烈买入,双底形态,13.95
2000-09-29,000367,股票000367,制造,89.36841655475608,强烈买入,多头排列,47.65
2000-09-29,000250,股票000250,消费,89.25761597957367,强烈买入,趋势上升,22.47
2000-09-29,000177,股票000177,金融,89.23195769129039,强烈买入,多头排列,78.5
2000-09-29,000203,股票000203,医药,89.23195769129039,强烈买入,多头排列,56.91
2000-09-29,000011,股票000011,金融,89.13170558921064,强烈买入,震荡整理,17.78
2000-09-29,000361,股票000361,金融,89.11707023038386,强烈买入,杯柄形态,14.97
2000-09-29,000091,股票000091,消费,88.97368230236405,强烈买入,双底形态,102.34
2000-09-29,000409,股票000409,科技,88.85008265757438,强烈买入,杯柄形态,50.34
2000-09-29,000488,股票000488,制造,88.85008265757438,强烈买入,杯柄形态,44.64
2000-09-29,000424,股票000424,医药,88.64166916877294,强烈买入,震荡整理,49.8
2000-09-29,000325,股票000325,医药,88.61377177675163,强烈买入,上升三角形,55.39
2000-09-29,000425,股票000425,制造,88.55820228331238,强烈买入,趋势上升,98.42
2000-09-29,000285,股票000285,制造,88.49262462596757,强烈买入,震荡整理,35.18
2000-09-29,000144,股票000144,医药,88.33401355620742,强烈买入,双底形态,22.75
2000-09-29,000300,股票000300,金融,88.10739046854425,强烈买入,多头排列,13.29
2000-10-31,000322,股票000322,消费,98.67550651393309,强烈买入,双底形态,89.78
2000-10-31,000441,股票000441,金融,98.04000080299828,强烈买入,双底形态,57.44
2000-10-31,000387,股票000387,制造,96.88792875525837,强烈买入,多头排列,85.25
2000-10-31,000425,股票000425,科技,95.79950029772178,强烈买入,双底形态,102.28
2000-10-31,000366,股票000366,制造,95.70606734934236,强烈买入,杯柄形态,104.6
2000-10-31,000019,股票000019,金融,95.69136616522151,强烈买入,多头排列,74.11
2000-10-31,000376,股票000376,金融,94.61481504873551,强烈买入,震荡整理,77.37
2000-10-31,000473,股票000473,制造,94.4814930884469,强烈买入,多头排列,12.54
2000-10-31,000318,股票000318,医药,94.47888609398493,强烈买入,杯柄形态,47.2
2000-10-31,000073,股票000073,科技,94.35514755413807,强烈买入,多头排列,30.58
2000-10-31,000012,股票000012,医药,94.3469673028395,强烈买入,上升三角形,79.51
2000-10-31,000233,股票000233,消费,93.93373802471146,强烈买入,双底形态,58.41
2000-10-31,000438,股票000438,医药,93.93373802471146,强烈买入,双底形态,89.56
2000-10-31,000493,股票000493,科技,93.60547600931842,强烈买入,趋势上升,77.35
2000-10-31,000313,股票000313,科技,93.42680307602623,强烈买入,多头排列,94.64
2000-10-31,000024,股票000024,金融,93.4202162894796,强烈买入,趋势上升,82.47
2000-10-31,000296,股票000296,消费,93.3307843694352,强烈买入,趋势上升,77.32
2000-10-31,000344,股票000344,消费,93.16813039225922,强烈买入,双底形态,73.17
2000-10-31,000004,股票000004,消费,92.67363707767333,强烈买入,多头排列,38.55
2000-10-31,000421,股票000421,制造,92.40914663686115,强烈买入,双底形态,83.48
2000-11-30,000203,股票000203,金融,98.67971485484526,强烈买入,趋势上升,58.78
2000-11-30,000434,股票000434,金融,98.37410923578031,强烈买入,上升三角形,72.11
2000-11-30,000431,股票000431,制造,97.80079104341182,强烈买入,多头排列,64.04
2000-11-30,000277,股票000277,制造,97.80079104341182,强烈买入,多头排列,111.55
2000-11-30,000109,股票000109,消费,97.71820634704173,强烈买入,双底形态,69.36
2000-11-30,000144,股票000144,医药,97.39176744140515,强烈买入,趋势上升,25.08
2000-11-30,000188,股票000188,科技,94.59476236466396,强烈买入,趋势上升,97.99
2000-11-30,000415,股票000415,医药,94.4814930884469,强烈买入,多头排列,100.85
2000-11-30,000352,股票000352,金融,94.31102019665296,强烈买入,上升三角形,101.78
2000-11-30,000342,股票000342,制造,94.25178749321417,强烈买入,震荡整理,43.82
2000-11-30,000146,股票000146,科技,94.24986219571063,强烈买入,多头排列,32.19
2000-11-30,000414,股票000414,消费,94.21403148247946,强烈买入,震荡整理,34.65
2000-11-30,000366,股票000366,医药,93.99955561362266,强烈买入,多头排列,106.74
2000-11-30,000093,股票000093,制造,93.9546309996857,强烈买入,双底形态,32.8
2000-11-30,000465,股票000465,金融,93.92957760857084,强烈买入,双底形态,43.56
2000-11-30,000192,股票000192,制造,93.84524246150403,强烈买入,趋势上升,32.85
2000-11-30,000420,股票000420,消费,93.76979264205225,强烈买入,趋势上升,73.19
2000-11-30,000456,股票000456,金融,93.34480970480053,强烈买入,上升三角形,61.76
2000-11-30,000259,股票000259,金融,93.34297524133802,强烈买入,趋势上升,33.35
2000-11-30,000295,股票000295,医药,93.28390865877849,强烈买入,双底形态,53.86
2000-12-29,000308,股票000308,消费,89.78674384267794,强烈买入,杯柄形态,45.54
2000-12-29,000173,股票000173,科技,89.68102042211116,强烈买入,双底形态,60.17
2000-12-29,000445,股票000445,医药,89.61419866499256,强烈买入,双底形态,109.44
2000-12-29,000460,股票000460,医药,89.39068795954657,强烈买入,多头排列,82.79
2000-12-29,000119,股票000119,科技,89.3706035240591,强烈买入,上升三角形,71.25
2000-12-29,000309,股票000309,金融,88.9120688521214,强烈买入,趋势上升,86.96
2000-12-29,000070,股票000070,金融,88.5338154631375,强烈买入,趋势上升,96.27
2000-12-29,000221,股票000221,医药,88.52245893474527,强烈买入,双底形态,74.53
2000-12-29,000272,股票000272,金融,88.2839843403099,强烈买入,多头排列,37.42
2000-12-29,000037,股票000037,消费,88.27398962691329,强烈买入,多头排列,63.91
2000-12-29,000342,股票000342,科技,88.23807438826137,强烈买入,趋势上升,47.14
2000-12-29,000289,股票000289,金融,88.21226580489267,强烈买入,震荡整理,71.19
2000-12-29,000155,股票000155,消费,88.16680609855601,强烈买入,双底形态,67.11
2000-12-29,000405,股票000405,制造,88.15158135920598,强烈买入,震荡整理,92.94
2000-12-29,000292,股票000292,科技,88.08939066534661,强烈买入,上升三角形,33.64
2000-12-29,000399,股票000399,医药,88.04693611488558,强烈买入,双底形态,74.89
2000-12-29,000470,股票000470,制造,87.59252069370763,强烈买入,杯柄形态,53.46
2000-12-29,000108,股票000108,科技,86.96663955896935,强烈买入,多头排列,57.95
2000-12-29,000024,股票000024,制造,86.86854109396882,强烈买入,上升三角形,91.4
2000-12-29,000072,股票000072,医药,86.77743680490582,强烈买入,杯柄形态,114.13
2001-01-31,000216,股票000216,金融,99.04518874523318,强烈买入,多头排列,16.81
2001-01-31,000200,股票000200,医药,98.47658814812132,强烈买入,趋势上升,106.44
2001-01-31,000301,股票000301,制造,97.80079104341182,强烈买入,多头排列,101.91
2001-01-31,000458,股票000458,金融,96.66213849787727,强烈买入,双底形态,63.51
2001-01-31,000242,股票000242,科技,96.45620344113365,强烈买入,趋势上升,85.31
2001-01-31,000222,股票000222,金融,96.18153934267798,强烈买入,趋势上升,26.38
2001-01-31,000273,股票000273,制造,96.113406138184,强烈买入,双底形态,95.88
2001-01-31,000213,股票000213,制造,96.07464784698003,强烈买入,趋势上升,45.12
2001-01-31,000340,股票000340,金融,95.51569854173465,强烈买入,双底形态,50.35
2001-01-31,000386,股票000386,医药,95.16010849670383,强烈买入,多头排列,78.08
2001-01-31,000166,股票000166,制造,94.69395513738611,强烈买入,双底形态,62.28
2001-01-31,000462,股票000462,科技,94.69288696862246,强烈买入,趋势上升,98.13
2001-01-31,000084,股票000084,金融,94.61481504873551,强烈买入,震荡整理,74.84
2001-01-31,000360,股票000360,制造,94.32607620227417,强烈买入,多头排列,76.51
2001-01-31,000119,股票000119,制造,93.94757763870832,强烈买入,趋势上升,77.65
2001-01-31,000337,股票000337,科技,93.92957760857084,强烈买入,双底形态,60.78
2001-01-31,000088,股票000088,制造,93.76979264205225,强烈买入,趋势上升,68.19
2001-01-31,000484,股票000484,制造,93.59623306755267,强烈买入,趋势上升,47.12
2001-01-31,000046,股票000046,医药,93.20251158676979,强烈买入,多头排列,24.18
2001-01-31,000013,股票000013,制造,92.93750265536183,强烈买入,多头排列,83.8
2001-02-28,000391,股票000391,医药,89.78674698047018,强烈买入,趋势上升,68.27
2001-02-28,000131,股票000131,科技,89.76580045737285,强烈买入,趋势上升,97.83
2001-02-28,000144,股票000144,金融,89.68561092663836,强烈买入,双底形态,28.45
2001-02-28,000276,股票000276,消费,89.5804068753894,强烈买入,震荡整理,76.27
2001-02-28,000221,股票000221,金融,89.53694643789473,强烈买入,上升三角形,80.3
2001-02-28,000444,股票000444,科技,89.47492156225067,强烈买入,上升三角形,50.95
2001-02-28,000179,股票000179,制造,89.36841143246285,强烈买入,趋势上升,38.49
2001-02-28,000355,股票000355,金融,89.32811218623222,强烈买入,杯柄形态,96.8
2001-02-28,000406,股票000406,医药,89.24833333406062,强烈买入,震荡整理,13.0
2001-02-28,000025,股票000025,制造,89.21049510744672,强烈买入,杯柄形态,71.14
2001-02-28,000101,股票000101,金融,89.1890339712214,强烈买入,杯柄形态,49.81
2001-02-28,000113,股票000113,金融,89.17526994049021,强烈买入,杯柄形态,34.44
2001-02-28,000353,股票000353,制造,88.79945747049044,强烈买入,多头排列,94.46
2001-02-28,000191,股票000191,金融,88.3742418606816,强烈买入,杯柄形态,117.21
2001-02-28,000265,股票000265,医药,88.36847641872134,强烈买入,趋势上升,58.23
2001-02-28,000211,股票000211,消费,88.34041276016566,强烈买入,趋势上升,44.03
2001-02-28,000075,股票000075,消费,88.14131650316546,强烈买入,多头排列,62.17
2001-02-28,000034,股票000034,制造,88.11852714289259,强烈买入,上升三角形,123.51
2001-02-28,000217,股票000217,金融,87.89397388324869,强烈买入,多头排列,11.95
2001-02-28,000181,股票000181,医药,87.67731048017714,强烈买入,杯柄形态,104.78
2001-03-30,000206,股票000206,消费,89.85745593027883,强烈买入,多头排列,103.15
2001-03-30,000376,股票000376,消费,89.82731831082805,强烈买入,趋势上升,98.82
2001-03-30,000306,股票000306,医药,89.65392979289193,强烈买入,上升三角形,116.99
2001-03-30,000136,股票000136,制造,89.47698555364238,强烈买入,多头排列,36.11
2001-03-30,000154,股票000154,科技,88.96811219479062,强烈买入,多头排列,120.23
2001-03-30,000232,股票000232,消费,88.96185018037608,强烈买入,上升三角形,123.32
2001-03-30,000060,股票000060,消费,88.93536784187344,强烈买入,震荡整理,61.81
2001-03-30,000347,股票000347,医药,88.82426130367928,强烈买入,双底形态,106.11
2001-03-30,000095,股票000095,金融,88.71449420322492,强烈买入,杯柄形态,12.99
2001-03-30,000177,股票000177,科技,88.70638677478814,强烈买入,趋势上升,97.76
2001-03-30,000052,股票000052,金融,88.67937071979617,强烈买入,多头排列,122.53
2001-03-30,000114,股票000114,医药,88.38894465226602,强烈买入,杯柄形态,117.36
2001-03-30,000364,股票000364,医药,88.36847641872134,强烈买入,趋势上升,47.27
2001-03-30,000027,股票000027,消费,88.33401355620742,强烈买入,双底形态,30.05
2001-03-30,000219,股票000219,科技,88.25342733301775,强烈买入,趋势上升,74.15
2001-03-30,000459,股票000459,医药,88.24714843076214,强烈买入,震荡整理,51.23
2001-03-30,000267,股票000267,科技,88.1209293816031,强烈买入,双底形态,36.73
2001-03-30,000421,股票000421,金融,87.94882491914949,强烈买入,多头排列,107.85
2001-03-30,000288,股票000288,制造,87.80501867545536,强烈买入,趋势上升,75.43
2001-03-30,000214,股票000214,科技,87.66157297958355,强烈买入,双底形态,64.79
2001-04-30,000305,股票000305,制造,98.88179105643799,强烈买入,趋势上升,113.93
2001-04-30,000099,股票000099,制造,97.51358490538632,强烈买入,杯柄形态,86.06
2001-04-30,000430,股票000430,金融,96.12687011399613,强烈买入,多头排列,51.55
2001-04-30,000334,股票000334,消费,96.113406138184,强烈买入,双底形态,36.01
2001-04-30,000194,股票000194,制造,95.87945901226786,强烈买入,震荡整理,120.86
2001-04-30,000344,股票000344,消费,95.57942998071468,强烈买入,多头排列,89.02
2001-04-30,000324,股票000324,消费,95.30246250406637,强烈买入,杯柄形态,24.58
2001-04-30,000483,股票000483,金融,94.93262407480823,强烈买入,多头排列,45.48
2001-04-30,000443,股票000443,科技,94.44376003355477,强烈买入,趋势上升,125.44
2001-04-30,000172,股票000172,制造,94.35514755413807,强烈买入,多头排列,107.25
2001-04-30,000156,股票000156,科技,94.35221053549375,强烈买入,杯柄形态,57.48
2001-04-30,000121,股票000121,科技,93.94757763870832,强烈买入,趋势上升,129.47
2001-04-30,000308,股票000308,金融,93.82835791019087,强烈买入,杯柄形态,49.95
2001-04-30,000493,股票000493,消费,93.80247218410928,强烈买入,上升三角形,97.5
2001-04-30,000349,股票000349,科技,93.70523420036884,强烈买入,趋势上升,54.9
2001-04-30,000101,股票000101,制造,93.59623306755267,强烈买入,趋势上升,53.48
2001-04-30,000258,股票000258,制造,93.5835487100245,强烈买入,多头排列,87.34
2001-04-30,000028,股票000028,医药,93.34480970480053,强烈买入,上升三角形,117.97
2001-04-30,000472,股票000472,科技,93.34480970480053,强烈买入,上升三角形,69.32
2001-04-30,000185,股票000185,制造,93.29992352582315,强烈买入,趋势上升,30.48
2001-05-31,000250,股票000250,科技,89.97575742919355,强烈买入,多头排列,27.11
2001-05-31,000009,股票000009,科技,89.89579407044667,强烈买入,杯柄形态,37.11
2001-05-31,000387,股票000387,消费,89.75907371872589,强烈买入,震荡整理,107.04
2001-05-31,000034,股票000034,制造,89.53694643789473,强烈买入,上升三角形,120.67
2001-05-31,000360,股票000360,消费,89.28669492511885,强烈买入,上升三角形,82.37
2001-05-31,000053,股票000053,医药,89.059583383145,强烈买入,震荡整理,29.26
2001-05-31,000317,股票000317,消费,88.99691154466201,强烈买入,震荡整理,58.63
2001-05-31,000318,股票000318,医药,88.97368230236405,强烈买入,双底形态,57.42
2001-05-31,000013,股票000013,医药,88.78652286314718,强烈买入,双底形态,88.35
2001-05-31,000229,股票000229,科技,88.7347848048841,强烈买入,上升三角形,64.88
2001-05-31,000227,股票000227,制造,88.65503375152548,强烈买入,上升三角形,75.45
2001-05-31,000434,股票000434,消费,88.5338154631375,强烈买入,趋势上升,82.63
2001-05-31,000244,股票000244,科技,88.36847641872134,强烈买入,趋势上升,44.58
2001-05-31,000403,股票000403,制造,88.3633744255434,强烈买入,双底形态,34.33
