date,total_value,daily_pnl,cta_weight,flp_weight,cash_weight,vix,flp_mode,ES_position,GC_position,ZN_position
2000-06-04,988661.7964215955,0.0,0.8,0.05,0.14999999999999997,22.57906640942093,None,0,0,0
2000-06-05,988661.7964215955,0.0,0.8,0.05,0.14999999999999997,22.57906640942093,None,0,0,0
2000-06-06,988661.7964215955,0.0,0.8,0.05,0.14999999999999997,22.57906640942093,None,0,0,0
2000-06-07,988661.7964215955,0.0,0.8,0.05,0.14999999999999997,22.57906640942093,None,0,0,0
2000-06-08,988661.7964215955,0.0,0.8,0.05,0.14999999999999997,22.57906640942093,None,0,0,0
2000-06-09,988167.4655233847,-494.3308982107978,0.8,0.05,0.14999999999999997,21.378604925762225,Long Put,0,0,0
2000-06-10,988167.4655233847,0.0,0.8,0.05,0.14999999999999997,21.378604925762225,None,0,0,0
2000-06-11,988167.4655233847,0.0,0.8,0.05,0.14999999999999997,21.378604925762225,None,0,0,0
2000-06-12,988167.4655233847,0.0,0.8,0.05,0.14999999999999997,21.378604925762225,None,0,0,0
2000-06-13,988167.4655233847,0.0,0.8,0.05,0.14999999999999997,21.378604925762225,None,0,0,0
2000-06-14,988167.4655233847,0.0,0.8,0.05,0.14999999999999997,21.378604925762225,None,0,0,0
2000-06-15,988167.4655233847,0.0,0.8,0.05,0.14999999999999997,21.378604925762225,None,0,0,0
2000-06-16,987673.3817906231,-494.0837327616924,0.8,0.05,0.14999999999999997,20.46844543451079,Long Put,0,0,0
2000-06-17,987673.3817906231,0.0,0.8,0.05,0.14999999999999997,20.46844543451079,None,0,0,0
2000-06-18,987673.3817906231,0.0,0.8,0.05,0.14999999999999997,20.46844543451079,None,0,0,0
2000-06-19,987673.3817906231,0.0,0.8,0.05,0.14999999999999997,20.46844543451079,None,0,0,0
2000-06-20,987673.3817906231,0.0,0.8,0.05,0.14999999999999997,20.46844543451079,None,0,0,0
2000-06-21,987673.3817906231,0.0,0.8,0.05,0.14999999999999997,20.46844543451079,None,0,0,0
2000-06-22,987673.3817906231,0.0,0.8,0.05,0.14999999999999997,20.46844543451079,None,0,0,0
2000-06-23,987179.5450997278,-493.83669089531156,0.8,0.05,0.14999999999999997,21.703340418883688,Long Put,0,0,0
2000-06-24,987179.5450997278,0.0,0.8,0.05,0.14999999999999997,21.703340418883688,None,0,0,0
2000-06-25,987179.5450997278,0.0,0.8,0.05,0.14999999999999997,21.703340418883688,None,0,0,0
2000-06-26,987179.5450997278,0.0,0.8,0.05,0.14999999999999997,21.703340418883688,None,0,0,0
2000-06-27,987179.5450997278,0.0,0.8,0.05,0.14999999999999997,21.703340418883688,None,0,0,0
2000-06-28,987179.5450997278,0.0,0.8,0.05,0.14999999999999997,21.703340418883688,None,0,0,0
2000-06-29,987179.5450997278,0.0,0.8,0.05,0.14999999999999997,21.703340418883688,None,0,0,0
2000-06-30,986685.955327178,-493.58977254986394,0.8,0.05,0.14999999999999997,24.596014127658815,Long Put,0,0,0
2000-07-01,986685.955327178,0.0,0.8,0.05,0.14999999999999997,24.596014127658815,None,0,0,0
2000-07-02,986685.955327178,0.0,0.8,0.05,0.14999999999999997,24.596014127658815,None,0,0,0
2000-07-03,986685.955327178,0.0,0.8,0.05,0.14999999999999997,24.596014127658815,None,0,0,0
2000-07-04,986685.955327178,0.0,0.8,0.05,0.14999999999999997,24.596014127658815,None,0,0,0
2000-07-05,986685.955327178,0.0,0.8,0.05,0.14999999999999997,24.596014127658815,None,0,0,0
2000-07-06,986685.955327178,0.0,0.8,0.05,0.14999999999999997,24.596014127658815,None,0,0,0
2000-07-07,986192.6123495144,-493.34297766358907,0.8,0.05,0.14999999999999997,24.916595125527742,Long Put,0,0,0
2000-07-08,986192.6123495144,0.0,0.8,0.05,0.14999999999999997,24.916595125527742,None,0,0,0
2000-07-09,986192.6123495144,0.0,0.8,0.05,0.14999999999999997,24.916595125527742,None,0,0,0
2000-07-10,986192.6123495144,0.0,0.8,0.05,0.14999999999999997,24.916595125527742,None,0,0,0
2000-07-11,986192.6123495144,0.0,0.8,0.05,0.14999999999999997,24.916595125527742,None,0,0,0
2000-07-12,986192.6123495144,0.0,0.8,0.05,0.14999999999999997,24.916595125527742,None,0,0,0
2000-07-13,986192.6123495144,0.0,0.8,0.05,0.14999999999999997,24.916595125527742,None,0,0,0
2000-07-14,985699.5160433396,-493.0963061747572,0.8,0.05,0.14999999999999997,21.892675062496217,Long Put,0,0,0
2000-07-15,985699.5160433396,0.0,0.8,0.05,0.14999999999999997,21.892675062496217,None,0,0,0
2000-07-16,985699.5160433396,0.0,0.8,0.05,0.14999999999999997,21.892675062496217,None,0,0,0
2000-07-17,985699.5160433396,0.0,0.8,0.05,0.14999999999999997,21.892675062496217,None,0,0,0
2000-07-18,985699.5160433396,0.0,0.8,0.05,0.14999999999999997,21.892675062496217,None,0,0,0
2000-07-19,985699.5160433396,0.0,0.8,0.05,0.14999999999999997,21.892675062496217,None,0,0,0
2000-07-20,985699.5160433396,0.0,0.8,0.05,0.14999999999999997,21.892675062496217,None,0,0,0
2000-07-21,985206.666285318,-492.84975802166986,0.8,0.05,0.14999999999999997,25.2687731476772,Long Put,0,0,0
2000-07-22,985206.666285318,0.0,0.8,0.05,0.14999999999999997,25.2687731476772,None,0,0,0
2000-07-23,985206.666285318,0.0,0.8,0.05,0.14999999999999997,25.2687731476772,None,0,0,0
2000-07-24,985206.666285318,0.0,0.8,0.05,0.14999999999999997,25.2687731476772,None,0,0,0
2000-07-25,985206.666285318,0.0,0.8,0.05,0.14999999999999997,25.2687731476772,None,0,0,0
2000-07-26,985206.666285318,0.0,0.8,0.05,0.14999999999999997,25.2687731476772,None,0,0,0
2000-07-27,985206.666285318,0.0,0.8,0.05,0.14999999999999997,25.2687731476772,None,0,0,0
2000-07-28,984714.0629521753,-492.60333314265904,0.8,0.05,0.14999999999999997,23.909595523284217,Long Put,0,0,0
2000-07-29,984714.0629521753,0.0,0.8,0.05,0.14999999999999997,23.909595523284217,None,0,0,0
2000-07-30,984714.0629521753,0.0,0.8,0.05,0.14999999999999997,23.909595523284217,None,0,0,0
2000-07-31,984714.0629521753,0.0,0.8,0.05,0.14999999999999997,23.909595523284217,None,0,0,0
2000-08-01,984714.0629521753,0.0,0.8,0.05,0.14999999999999997,23.909595523284217,None,0,0,0
2000-08-02,984714.0629521753,0.0,0.8,0.05,0.14999999999999997,23.909595523284217,None,0,0,0
2000-08-03,984714.0629521753,0.0,0.8,0.05,0.14999999999999997,23.909595523284217,None,0,0,0
2000-08-04,984221.7059206992,-492.3570314760877,0.8,0.05,0.14999999999999997,23.069774462333505,Long Put,0,0,0
2000-08-05,984221.7059206992,0.0,0.8,0.05,0.14999999999999997,23.069774462333505,None,0,0,0
2000-08-06,984221.7059206992,0.0,0.8,0.05,0.14999999999999997,23.069774462333505,None,0,0,0
2000-08-07,984221.7059206992,0.0,0.8,0.05,0.14999999999999997,23.069774462333505,None,0,0,0
2000-08-08,984221.7059206992,0.0,0.8,0.05,0.14999999999999997,23.069774462333505,None,0,0,0
2000-08-09,984221.7059206992,0.0,0.8,0.05,0.14999999999999997,23.069774462333505,None,0,0,0
2000-08-10,984221.7059206992,0.0,0.8,0.05,0.14999999999999997,23.069774462333505,None,0,0,0
2000-08-11,983729.5950677388,-492.1108529603496,0.8,0.05,0.14999999999999997,19.743627940087265,Long Put,0,0,0
2000-08-12,983729.5950677388,0.0,0.8,0.05,0.14999999999999997,19.743627940087265,None,0,0,0
2000-08-13,983729.5950677388,0.0,0.8,0.05,0.14999999999999997,19.743627940087265,None,0,0,0
2000-08-14,983729.5950677388,0.0,0.8,0.05,0.14999999999999997,19.743627940087265,None,0,0,0
2000-08-15,983729.5950677388,0.0,0.8,0.05,0.14999999999999997,19.743627940087265,None,0,0,0
2000-08-16,983729.5950677388,0.0,0.8,0.05,0.14999999999999997,19.743627940087265,None,0,0,0
2000-08-17,983729.5950677388,0.0,0.8,0.05,0.14999999999999997,19.743627940087265,None,0,0,0
2000-08-18,983237.730270205,-491.8647975338694,0.8,0.05,0.14999999999999997,24.645872298945427,Long Put,0,0,0
2000-08-19,983237.730270205,0.0,0.8,0.05,0.14999999999999997,24.645872298945427,None,0,0,0
2000-08-20,983237.730270205,0.0,0.8,0.05,0.14999999999999997,24.645872298945427,None,0,0,0
2000-08-21,983237.730270205,0.0,0.8,0.05,0.14999999999999997,24.645872298945427,None,0,0,0
2000-08-22,983237.730270205,0.0,0.8,0.05,0.14999999999999997,24.645872298945427,None,0,0,0
2000-08-23,983237.730270205,0.0,0.8,0.05,0.14999999999999997,24.645872298945427,None,0,0,0
2000-08-24,983237.730270205,0.0,0.8,0.05,0.14999999999999997,24.645872298945427,None,0,0,0
2000-08-25,982746.1114050698,-491.61886513510257,0.8,0.05,0.14999999999999997,21.741202455354376,Long Put,0,0,0
2000-08-26,982746.1114050698,0.0,0.8,0.05,0.14999999999999997,21.741202455354376,None,0,0,0
2000-08-27,982746.1114050698,0.0,0.8,0.05,0.14999999999999997,21.741202455354376,None,0,0,0
2000-08-28,982746.1114050698,0.0,0.8,0.05,0.14999999999999997,21.741202455354376,None,0,0,0
2000-08-29,982746.1114050698,0.0,0.8,0.05,0.14999999999999997,21.741202455354376,None,0,0,0
2000-08-30,982746.1114050698,0.0,0.8,0.05,0.14999999999999997,21.741202455354376,None,0,0,0
2000-08-31,982746.1114050698,0.0,0.8,0.05,0.14999999999999997,21.741202455354376,None,0,0,0
2000-09-01,982254.7383493673,-491.37305570253494,0.8,0.05,0.14999999999999997,23.501951121412564,Long Put,0,0,0
2000-09-02,982254.7383493673,0.0,0.8,0.05,0.14999999999999997,23.501951121412564,None,0,0,0
2000-09-03,982254.7383493673,0.0,0.8,0.05,0.14999999999999997,23.501951121412564,None,0,0,0
2000-09-04,982254.7383493673,0.0,0.8,0.05,0.14999999999999997,23.501951121412564,None,0,0,0
2000-09-05,982254.7383493673,0.0,0.8,0.05,0.14999999999999997,23.501951121412564,None,0,0,0
2000-09-06,982254.7383493673,0.0,0.8,0.05,0.14999999999999997,23.501951121412564,None,0,0,0
2000-09-07,982254.7383493673,0.0,0.8,0.05,0.14999999999999997,23.501951121412564,None,0,0,0
2000-09-08,981763.6109801925,-491.12736917468374,0.8,0.05,0.14999999999999997,25.84045147248506,Long Put,0,0,0
2000-09-09,981763.6109801925,0.0,0.8,0.05,0.14999999999999997,25.84045147248506,None,0,0,0
2000-09-10,981763.6109801925,0.0,0.8,0.05,0.14999999999999997,25.84045147248506,None,0,0,0
2000-09-11,981763.6109801925,0.0,0.8,0.05,0.14999999999999997,25.84045147248506,None,0,0,0
2000-09-12,981763.6109801925,0.0,0.8,0.05,0.14999999999999997,25.84045147248506,None,0,0,0
2000-09-13,981763.6109801925,0.0,0.8,0.05,0.14999999999999997,25.84045147248506,None,0,0,0
2000-09-14,981763.6109801925,0.0,0.8,0.05,0.14999999999999997,25.84045147248506,None,0,0,0
2000-09-15,981272.7291747024,-490.8818054900963,0.8,0.05,0.14999999999999997,25.50121074206493,Long Put,0,0,0
2000-09-16,981272.7291747024,0.0,0.8,0.05,0.14999999999999997,25.50121074206493,None,0,0,0
2000-09-17,981272.7291747024,0.0,0.8,0.05,0.14999999999999997,25.50121074206493,None,0,0,0
2000-09-18,981272.7291747024,0.0,0.8,0.05,0.14999999999999997,25.50121074206493,None,0,0,0
2000-09-19,981272.7291747024,0.0,0.8,0.05,0.14999999999999997,25.50121074206493,None,0,0,0
2000-09-20,981272.7291747024,0.0,0.8,0.05,0.14999999999999997,25.50121074206493,None,0,0,0
