trade_id,date,symbol,action,price,size,pnl,signal,strike,vix
17,2000-04-28,SPY_PUT,BUY_LONG PUT,47.91653068765641,1034.7503930091168,-49581.64896068588,Delta:-0.09,3741.61,22.725757292599713
18,2000-05-05,SPY_PUT,BUY_LONG PUT,50.53528509650905,980.6387367077285,-49556.858136205534,Delta:-0.09,3778.12,23.7361541340795
19,2000-05-12,SPY_PUT,BUY_LONG PUT,40.02113112999439,1237.6481700692095,-49532.07970713743,Delta:-0.09,3765.77,18.85934171240175
20,2000-05-19,SPY_PUT,BUY_LONG PUT,36.12107122613104,1370.5937278922343,-49507.31366728387,Delta:-0.09,3718.51,17.237839222517344
21,2000-05-26,SPY_PUT,BUY_LONG PUT,38.25665591372921,1293.436627656009,-49482.56001045022,Delta:-0.09,3584.49,18.939612257981747
22,2000-06-02,SPY_PUT,BUY_LONG PUT,47.12766429978571,1049.443452487627,-49457.818730445,Delta:-0.09,3703.91,22.57906640942093
23,2000-06-09,SPY_PUT,BUY_LONG PUT,44.87395395666533,1101.59871066448,-49433.089821079775,Delta:-0.09,3724.83,21.378604925762225
24,2000-06-16,SPY_PUT,BUY_LONG PUT,43.521988713892725,1135.2508177182058,-49408.37327616924,Delta:-0.09,3773.24,20.46844543451079
25,2000-06-23,SPY_PUT,BUY_LONG PUT,46.454872984564176,1063.0460469871514,-49383.669089531155,Delta:-0.09,3798.36,21.703340418883688
26,2000-06-30,SPY_PUT,BUY_LONG PUT,52.84468569357114,934.0386191565749,-49358.97725498639,Delta:-0.09,3812.66,24.596014127658815
27,2000-07-07,SPY_PUT,BUY_LONG PUT,51.698252023844866,954.2740002815641,-49334.297766358904,Delta:-0.09,3681.95,24.916595125527742
28,2000-07-14,SPY_PUT,BUY_LONG PUT,45.484394876763844,1084.0999589216485,-49309.63061747572,Delta:-0.09,3686.84,21.892675062496217
29,2000-07-21,SPY_PUT,BUY_LONG PUT,52.78600993743336,933.6749616154714,-49284.975802166984,Delta:-0.09,3707.03,25.2687731476772
30,2000-07-28,SPY_PUT,BUY_LONG PUT,49.42600921481433,996.648001665917,-49260.3333142659,Delta:-0.09,3668.38,23.909595523284217
31,2000-08-04,SPY_PUT,BUY_LONG PUT,47.991654407544615,1025.9221890852043,-49235.703147608765,Delta:-0.09,3691.59,23.069774462333505
32,2000-08-11,SPY_PUT,BUY_LONG PUT,41.6549708747683,1181.3976642543669,-49211.08529603496,Delta:-0.09,3743.96,19.743627940087265
33,2000-08-18,SPY_PUT,BUY_LONG PUT,52.749993485250606,932.4452289674679,-49186.47975338694,Delta:-0.09,3798.12,24.645872298945427
34,2000-08-25,SPY_PUT,BUY_LONG PUT,47.786994607223086,1028.7712570666529,-49161.88651351025,Delta:-0.09,3900.47,21.741202455354376
35,2000-09-01,SPY_PUT,BUY_LONG PUT,50.991184894620645,963.6431409036991,-49137.30557025349,Delta:-0.09,3850.19,23.501951121412564
36,2000-09-08,SPY_PUT,BUY_LONG PUT,59.412298931731826,826.6425942194519,-49112.73691746837,Delta:-0.09,4080.07,25.84045147248506
37,2000-09-15,SPY_PUT,BUY_LONG PUT,57.96072124689937,846.9214925726209,-49088.18054900963,Delta:-0.09,4033.33,25.50121074206493
38,2000-09-22,SPY_PUT,BUY_LONG PUT,51.11146289015312,959.9341064485063,-49063.63645873513,Delta:-0.09,3977.39,22.803999687541523
39,2000-09-29,SPY_PUT,BUY_LONG PUT,49.4945742549223,990.7975849621286,-49039.10464050576,Delta:-0.09,3960.0,22.179604856649647
40,2000-10-06,SPY_PUT,BUY_LONG PUT,54.434674095697495,900.4294762933026,-49014.5850881855,Delta:-0.09,3896.54,24.790645254901104
41,2000-10-13,SPY_PUT,BUY_LONG PUT,64.46350876335973,759.9660449058084,-48990.07779564141,Delta:-0.09,3979.76,28.744063834267102
42,2000-10-20,SPY_PUT,BUY_LONG PUT,54.15104551743954,904.2407637535649,-48965.58275674359,Delta:-0.09,4202.7,22.864921851899176
43,2000-10-27,SPY_PUT,BUY_LONG PUT,30.267654208257923,1940.33272464224,-58729.31995843826,Delta:-0.09,4360.93,12.316592334480571
44,2000-11-03,SPY_PUT,BUY_LONG PUT,34.94947510370212,1679.3981080490066,-58694.0823664632,Delta:-0.09,4331.16,14.319483856910102
45,2000-11-10,SPY_PUT,BUY_LONG PUT,32.44205066575666,1808.1121480695767,-58658.86591704332,Delta:-0.09,4286.3,13.431262857981235
46,2000-11-17,SPY_PUT,BUY_LONG PUT,30.91705803861715,1896.1594122011486,-58623.67059749309,Delta:-0.09,4292.64,12.781007890396296
47,2000-11-24,SPY_PUT,BUY_LONG PUT,41.78134972720928,1168.5536086008728,-48823.7469959455,Delta:-0.09,4350.06,17.044272261489414
48,2000-12-01,SPY_PUT,BUY_LONG PUT,42.459196304710495,1149.3231000473188,-48799.33512244753,Delta:-0.09,4301.74,17.51534133682933
49,2000-12-08,SPY_PUT,BUY_LONG PUT,49.93067577794283,976.8531007231614,-48774.935454886305,Delta:-0.09,4268.14,20.75964398793119
50,2000-12-15,SPY_PUT,BUY_LONG PUT,41.88849108789688,1163.8172376479963,-48750.54798715886,Delta:-0.09,4308.84,17.251421428078157
51,2000-12-22,SPY_PUT,BUY_LONG PUT,44.22396739181346,1101.8046454643788,-48726.17271316528,Delta:-0.09,4380.56,17.915093417180145
52,2000-12-29,SPY_PUT,BUY_LONG PUT,51.47309788622402,946.1604532616053,-48701.809626808696,Delta:-0.09,4453.53,20.5100383385681
53,2001-01-05,SPY_PUT,BUY_LONG PUT,36.92438946428179,1318.3009774361374,-48677.458721995295,Delta:-0.09,4173.03,15.701929181759454
54,2001-01-12,SPY_PUT,BUY_LONG PUT,44.72801227380911,1087.7550223961903,-48653.119992634296,Delta:-0.09,4109.84,19.31281901203494
55,2001-01-19,SPY_PUT,BUY_LONG PUT,52.13352191829181,932.773993455751,-48628.79343263798,Delta:-0.09,4123.7,22.43471778241497
56,2001-01-26,SPY_PUT,BUY_LONG PUT,51.845667427186044,937.48391038043,-48604.47903592166,Delta:-0.09,4115.24,22.35673587932382
57,2001-02-02,SPY_PUT,BUY_LONG PUT,44.6064677233891,1089.0836974058586,-48580.1767964037,Delta:-0.09,4283.54,18.479325341095638
58,2001-02-09,SPY_PUT,BUY_LONG PUT,43.85338022937601,1107.2324745329308,-48555.8867080055,Delta:-0.09,4193.32,18.55821699042086
59,2001-02-16,SPY_PUT,BUY_LONG PUT,54.76123620570306,886.2401970318781,-48531.60876465149,Delta:-0.09,4193.29,23.174438276752543
60,2001-02-23,SPY_PUT,BUY_LONG PUT,57.22505582496897,847.6591636474035,-48507.34296026917,Delta:-0.09,4297.2,23.631518954990362
61,2001-03-02,SPY_PUT,BUY_LONG PUT,54.379935852052135,891.5620904867145,-48483.08928878904,Delta:-0.09,4298.79,22.44827454208321
62,2001-03-09,SPY_PUT,BUY_LONG PUT,46.89517383239159,1033.3440263456916,-48458.847744144645,Delta:-0.09,4362.8,19.074518859021012
63,2001-03-16,SPY_PUT,BUY_LONG PUT,53.149609879288306,911.2883129391867,-48434.618320272566,Delta:-0.09,4572.32,20.627875607348404
64,2001-03-23,SPY_PUT,BUY_LONG PUT,57.47874805061241,842.231305533744,-48410.40101111244,Delta:-0.09,4609.23,22.129405754869893
65,2001-03-30,SPY_PUT,BUY_LONG PUT,58.760693276892795,823.4449444393194,-48386.19581060688,Delta:-0.09,4667.32,22.341401890083457
66,2001-04-06,SPY_PUT,BUY_LONG PUT,68.53999543966836,705.6026543694732,-48362.00271270158,Delta:-0.09,4784.79,25.419821430979663
67,2001-04-13,SPY_PUT,BUY_LONG PUT,71.44799301685559,676.5455497111255,-48337.82171134523,Delta:-0.09,4758.88,26.642574156368234
68,2001-04-20,SPY_PUT,BUY_LONG PUT,54.06801310843474,893.5718185832967,-48313.65280048956,Delta:-0.09,4681.77,20.493755134241322
69,2001-04-27,SPY_PUT,BUY_LONG PUT,63.13239229966683,764.8925411360366,-48289.49597408931,Delta:-0.09,4613.27,24.28478493005764
70,2001-05-04,SPY_PUT,BUY_LONG PUT,55.03208796391919,877.0401598744825,-48265.35122610227,Delta:-0.09,4425.01,22.069512703883436
71,2001-05-11,SPY_PUT,BUY_LONG PUT,51.8292597722294,930.77189916452,-48241.21855048922,Delta:-0.09,4562.41,20.15910271570532
72,2001-05-18,SPY_PUT,BUY_LONG PUT,43.88818764880793,1098.634975019836,-48217.09794121397,Delta:-0.09,4468.63,17.42867530689542
73,2001-05-25,SPY_PUT,BUY_LONG PUT,47.22433024665243,1020.5118662463105,-48192.98939224336,Delta:-0.09,4639.02,18.064680987113235
74,2001-06-01,SPY_PUT,BUY_LONG PUT,43.27276308024372,1113.145763496181,-48168.892897547245,Delta:-0.09,4597.1,16.704051827211494
75,2001-06-08,SPY_PUT,BUY_LONG PUT,44.76114462279292,1075.5937735019972,-48144.80845109847,Delta:-0.09,4891.3,16.23931406952363
76,2001-06-15,SPY_PUT,BUY_LONG PUT,47.34212611705697,1016.4464504169241,-48120.73604687292,Delta:-0.09,4995.29,16.818127443180774
77,2001-06-22,SPY_PUT,BUY_LONG PUT,54.944711602153916,875.3649673713825,-48096.67567884948,Delta:-0.09,4717.7,20.667429670378198
78,2001-06-29,SPY_PUT,BUY_LONG PUT,52.68330394430529,912.4831539007224,-48072.627341010055,Delta:-0.09,4880.38,19.156231778522585
79,2001-07-06,SPY_PUT,BUY_LONG PUT,61.83415858919001,777.0557912263646,-48048.59102733955,Delta:-0.09,4961.13,22.117637947215325
80,2001-07-13,SPY_PUT,BUY_LONG PUT,64.91301447739156,739.829556807168,-48024.56673182588,Delta:-0.09,4983.7,23.113792529710317
81,2001-07-20,SPY_PUT,BUY_LONG PUT,47.146054391719,1018.1245295659579,-48000.55444845997,Delta:-0.09,4835.92,17.300431330000947
82,2001-07-27,SPY_PUT,BUY_LONG PUT,47.743506060552974,1004.8812525495549,-47976.55417123574,Delta:-0.09,4843.53,17.492166552934332
83,2001-08-03,SPY_PUT,BUY_LONG PUT,57.826211235011456,829.2531167097587,-47952.56589415012,Delta:-0.09,4828.8,21.250874708813296
84,2001-08-10,SPY_PUT,BUY_LONG PUT,59.189732195277294,809.7449985595176,-47928.589611203046,Delta:-0.09,4960.86,21.17290118776263
85,2001-08-17,SPY_PUT,BUY_LONG PUT,67.98951948708934,704.5883788823386,-47904.62531639745,Delta:-0.09,5284.55,22.830988179086503
86,2001-08-24,SPY_PUT,BUY_LONG PUT,52.460157033351244,912.7054837693182,-47880.67300373925,Delta:-0.09,5314.62,17.516544054200452
87,2001-08-31,SPY_PUT,BUY_LONG PUT,67.61195950826158,707.8146087659197,-47856.732667237375,Delta:-0.09,5239.35,22.90008684363239
88,2001-09-07,SPY_PUT,BUY_LONG PUT,71.47802686024863,669.1959249857974,-47832.80430090376,Delta:-0.09,5154.97,24.60578949863458
89,2001-09-14,SPY_PUT,BUY_LONG PUT,72.33719612741125,660.9170725188884,-47808.88789875331,Delta:-0.09,4971.12,25.822496575799793
90,2001-09-21,SPY_PUT,BUY_LONG PUT,73.46941779312208,650.4064533267252,-47784.98345480393,Delta:-0.09,4888.69,26.668873918272933
91,2001-09-28,SPY_PUT,BUY_LONG PUT,69.18514136990622,690.337405075411,-47761.09096307652,Delta:-0.09,4886.57,25.124606031618985
92,2001-10-05,SPY_PUT,BUY_LONG PUT,71.90218203609724,663.9188000390495,-47737.210417594986,Delta:-0.09,4679.78,27.265120595798233
93,2001-10-12,SPY_PUT,BUY_LONG PUT,60.166058660336006,793.0275453432821,-47713.341812386185,Delta:-0.09,4763.94,22.411787367624317
94,2001-10-19,SPY_PUT,BUY_LONG PUT,70.55819197566784,675.8887069828238,-47689.48514147999,Delta:-0.09,4771.24,26.242594131638675
95,2001-10-26,SPY_PUT,BUY_LONG PUT,77.20852044438361,617.3624377797101,-47665.64039890925,Delta:-0.09,4714.5,29.0616581538744
96,2001-11-02,SPY_PUT,BUY_LONG PUT,82.90291990168264,574.6698383508062,-47641.8075787098,Delta:-0.09,5001.26,29.415844528312633
97,2001-11-09,SPY_PUT,BUY_LONG PUT,62.30723091339263,764.2449516190134,-47617.986674920445,Delta:-0.09,4815.19,22.962309579595576
98,2001-11-16,SPY_PUT,BUY_LONG PUT,54.29304689108547,876.6164436683624,-47594.17768158298,Delta:-0.09,4786.49,20.12880673743748
99,2001-11-23,SPY_PUT,BUY_LONG PUT,70.44662158637811,675.2684446962978,-47570.38059274219,Delta:-0.09,4920.11,25.408326047828655
100,2001-11-30,SPY_PUT,BUY_LONG PUT,60.25250080093144,789.1223562576309,-47546.59540244582,Delta:-0.09,4753.9,22.491350810881613
101,2001-12-07,SPY_PUT,BUY_LONG PUT,58.50198737167323,812.3283368618556,-47522.8221047446,Delta:-0.09,4836.34,21.465676868471725
102,2001-12-14,SPY_PUT,BUY_LONG PUT,61.54546333558908,771.7719246777621,-47499.06069369223,Delta:-0.09,4685.38,23.30998745048105
103,2001-12-21,SPY_PUT,BUY_LONG PUT,64.19403258167465,739.5595704778651,-47475.31116334538,Delta:-0.09,4606.23,24.73088332226737
104,2001-12-28,SPY_PUT,BUY_LONG PUT,70.80390741147035,670.1829777840265,-47451.57350776371,Delta:-0.09,4673.76,26.8832404554703
105,2002-01-04,SPY_PUT,BUY_LONG PUT,55.04742786408414,861.5815408871131,-47427.84772100982,Delta:-0.09,4568.52,21.382224861253995
106,2002-01-11,SPY_PUT,BUY_LONG PUT,58.543573633482985,809.7239518367452,-47404.13379714932,Delta:-0.09,4357.25,23.842825499913044
107,2002-01-18,SPY_PUT,BUY_LONG PUT,53.624485255738286,883.5596557112056,-47380.43173025074,Delta:-0.09,4209.82,22.604299325162955
108,2002-01-25,SPY_PUT,BUY_LONG PUT,61.39892741238632,771.2959087430589,-47356.74151438562,Delta:-0.09,4175.36,26.09502657005906
109,2002-02-01,SPY_PUT,BUY_LONG PUT,53.81929170268106,879.4813466723955,-47333.063143628424,Delta:-0.09,4139.89,23.06960151588348
110,2002-02-08,SPY_PUT,BUY_LONG PUT,44.71845408795016,1057.9390002841044,-47309.39661205661,Delta:-0.09,4111.55,19.30064602153389
111,2002-02-15,SPY_PUT,BUY_LONG PUT,48.75436138427754,969.8771673173723,-47285.74191375058,Delta:-0.09,4200.02,20.59932583328592
112,2002-02-22,SPY_PUT,BUY_LONG PUT,47.354210927899864,998.0548322250285,-47262.09904279371,Delta:-0.09,4136.24,20.316275695541634
113,2002-03-01,SPY_PUT,BUY_LONG PUT,50.00888275078964,944.6015466627559,-47238.46799327231,Delta:-0.09,4349.78,20.401926471327062
114,2002-03-08,SPY_PUT,BUY_LONG PUT,50.00005434433646,944.2959488427782,-47214.84875927567,Delta:-0.09,4067.41,21.81443438417801
115,2002-03-15,SPY_PUT,BUY_LONG PUT,52.912946744681825,891.8656819966113,-47191.24133489603,Delta:-0.09,4202.13,22.345183122142203
116,2002-03-22,SPY_PUT,BUY_LONG PUT,44.022835735858415,1071.4358792613762,-47167.64571422859,Delta:-0.09,4129.34,18.918590729117973
117,2002-03-29,SPY_PUT,BUY_LONG PUT,56.78473237187559,830.2242508185358,-47144.06189137147,Delta:-0.09,4285.42,23.514129162712052
118,2002-04-05,SPY_PUT,BUY_LONG PUT,50.071218810033216,941.0693604083756,-47120.48986042578,Delta:-0.09,4234.13,20.98527809097245
119,2002-04-12,SPY_PUT,BUY_LONG PUT,63.50082107900887,741.6743408230377,-47096.92961549557,Delta:-0.09,4312.46,26.130377557581014
120,2002-04-19,SPY_PUT,BUY_LONG PUT,63.56776098808757,740.5228754165063,-47073.38115068782,Delta:-0.09,4223.23,26.71058437419709
121,2002-04-26,SPY_PUT,BUY_LONG PUT,63.062485261266126,746.0829408353679,-47049.84446011248,Delta:-0.09,4354.81,25.69759754880222
122,2002-05-03,SPY_PUT,BUY_LONG PUT,45.44540989477903,1034.7870037208095,-47026.319537882424,Delta:-0.09,4337.03,18.594673225540518
123,2002-05-10,SPY_PUT,BUY_LONG PUT,39.88316840282654,1178.512346445935,-47002.806378113484,Delta:-0.09,4457.45,15.877921680239899
124,2002-05-17,SPY_PUT,BUY_LONG PUT,41.74009431121456,1125.5198568706207,-46979.304974924424,Delta:-0.09,4552.19,16.2713522554216
125,2002-05-24,SPY_PUT,BUY_LONG PUT,58.60066196959167,801.2847251930823,-46955.81532243697,Delta:-0.09,4809.67,21.621114538193485
126,2002-05-31,SPY_PUT,BUY_LONG PUT,49.69805944643028,944.3494964901855,-46932.33741477574,Delta:-0.09,4787.02,18.423196464387157
127,2002-06-07,SPY_PUT,BUY_LONG PUT,64.48136356217985,727.4795174086819,-46908.87124606836,Delta:-0.09,4691.67,24.389185038728797
128,2002-06-14,SPY_PUT,BUY_PUT SPREAD,77.06470871590757,425.87316962812463,-32819.79176731172,Delta:-0.09,4511.68,30.3115821385704
129,2002-06-21,SPY_PUT,BUY_LONG PUT,70.26539358227693,667.0283125886234,-46869.006914561665,Delta:-0.09,4479.74,27.834235138491483
130,2002-06-28,SPY_PUT,BUY_LONG PUT,50.094821098167436,935.1380319195927,-46845.57241110438,Delta:-0.09,4348.64,20.44234660513087
131,2002-07-05,SPY_PUT,BUY_LONG PUT,36.516230889804355,1538.6741232805152,-56186.57954987859,Delta:-0.09,4576.54,14.159222514167102
132,2002-07-12,SPY_PUT,BUY_LONG PUT,45.78205248231677,1022.1048161437935,-46794.05633512389,Delta:-0.09,4586.77,17.712463054604655
133,2002-07-19,SPY_PUT,BUY_LONG PUT,31.82308980068426,1763.6499635915552,-56124.79116834759,Delta:-0.09,4460.51,12.66045087207015
134,2002-07-26,SPY_PUT,BUY_LONG PUT,30.757167157017648,1823.6762835568443,-56091.11629364658,Delta:-0.09,4454.05,12.254119402088612
135,2002-08-02,SPY_PUT,BUY_LONG PUT,42.38201097132632,1102.2259275245387,-46714.551353225324,Delta:-0.09,4303.49,17.476383545188337
136,2002-08-09,SPY_PUT,BUY_LONG PUT,49.936085059436074,935.0191153746805,-46691.19407754872,Delta:-0.09,4416.2,20.065802687166443
137,2002-08-16,SPY_PUT,BUY_LONG PUT,63.21741553273687,738.2119007434461,-46667.84848050994,Delta:-0.09,4333.19,25.88927479698525
138,2002-08-23,SPY_PUT,BUY_PUT SPREAD,80.39528686353879,406.1327655290309,-32651.16018938878,Delta:-0.09,4403.24,32.40029748321557
139,2002-08-30,SPY_PUT,BUY_LONG PUT,65.2752010380323,714.3323687200487,-46628.18897617499,Delta:-0.09,4456.92,25.989905153874805
140,2002-09-06,SPY_PUT,BUY_LONG PUT,63.48525911876351,734.105452645345,-46604.874881686905,Delta:-0.09,4434.93,25.402524765179546
141,2002-09-13,SPY_PUT,BUY_LONG PUT,62.99031620751172,739.5037086461097,-46581.57244424606,Delta:-0.09,4275.04,26.147134606941737
142,2002-09-20,SPY_PUT,BUY_LONG PUT,51.443786983429156,905.0321601133502,-46558.28165802394,Delta:-0.09,4315.16,21.15570229934471
143,2002-09-27,SPY_PUT,BUY_LONG PUT,43.21807830655044,1076.7485353494246,-46535.002517194924,Delta:-0.09,4315.89,17.769935840914684
144,2002-10-04,SPY_PUT,BUY_LONG PUT,45.68456688480986,1018.1060736158911,-46511.73501593633,Delta:-0.09,4369.6,18.553202192063125
145,2002-10-11,SPY_PUT,BUY_LONG PUT,51.3480368163908,905.3603999440302,-46488.47914842836,Delta:-0.09,4278.64,21.296561707700395
146,2002-10-18,SPY_PUT,BUY_LONG PUT,50.58462841527169,918.5643220980173,-46465.234908854145,Delta:-0.09,4224.93,21.246646314406963
147,2002-10-25,SPY_PUT,BUY_LONG PUT,59.44094971102169,781.3132616013422,-46442.002291399716,Delta:-0.09,4176.32,25.25709557872753
148,2002-11-01,SPY_PUT,BUY_LONG PUT,57.066281920338035,813.4187076538918,-46418.78129025402,Delta:-0.09,4406.69,22.980435690318984
149,2002-11-08,SPY_PUT,BUY_LONG PUT,50.864556754055286,912.1395105032524,-46395.57189960889,Delta:-0.09,4244.84,21.26397625561284
150,2002-11-15,SPY_PUT,BUY_LONG PUT,39.90352525437456,1162.1122148493723,-46372.37411365908,Delta:-0.09,4083.5,17.340818514658288
151,2002-11-22,SPY_PUT,BUY_LONG PUT,43.446227773819956,1066.817311917045,-46349.18792660226,Delta:-0.09,3936.12,19.587294387947942
152,2002-11-29,SPY_PUT,BUY_LONG PUT,52.52141118944445,882.0405294431498,-46326.013332638955,Delta:-0.09,4091.97,22.776929065877688
153,2002-12-06,SPY_PUT,BUY_LONG PUT,50.25195347221436,921.413937700446,-46302.850325972635,Delta:-0.09,4254.35,20.960937861716154
154,2002-12-13,SPY_PUT,BUY_LONG PUT,54.72111759013332,845.7374582048791,-46279.69890080965,Delta:-0.09,4373.48,22.203356536107687
155,2002-12-20,SPY_PUT,BUY_LONG PUT,74.43141448570297,621.4655380524088,-46256.55905135925,Delta:-0.09,4504.26,29.324025958011973
156,2002-12-27,SPY_PUT,BUY_LONG PUT,70.52992235366892,655.5151236378545,-46233.43077183356,Delta:-0.09,4401.92,28.43298289431284
157,2003-01-03,SPY_PUT,BUY_LONG PUT,61.6293904082649,749.8096890189352,-46210.31405644765,Delta:-0.09,4427.15,24.70329155350835
158,2003-01-10,SPY_PUT,BUY_LONG PUT,61.278873949989396,753.7215670299929,-46187.20889941942,Delta:-0.09,4465.89,24.349704069706366
159,2003-01-17,SPY_PUT,BUY_LONG PUT,50.68379149249211,910.8260044398629,-46164.115294969706,Delta:-0.09,4393.3,20.472402425280332
160,2003-01-24,SPY_PUT,BUY_LONG PUT,69.21429779963395,666.6401986897893,-46141.033237322226,Delta:-0.09,4491.2,27.347933622135418
161,2003-01-31,SPY_PUT,BUY_LONG PUT,64.13144420169306,719.1162353316544,-46117.96272070357,Delta:-0.09,4475.32,25.429482996257146
162,2003-02-07,SPY_PUT,BUY_LONG PUT,68.64847211767993,671.4629228794124,-46094.903739343215,Delta:-0.09,4468.81,27.260233437398483
163,2003-02-14,SPY_PUT,BUY_LONG PUT,77.19128195185976,596.8531046835858,-46071.85628747354,Delta:-0.09,4584.62,29.87826647478055
164,2003-02-21,SPY_PUT,BUY_PUT SPREAD,82.01680540946472,393.0191390728204,-32234.174251530865,Delta:-0.09,4634.53,31.404222846335333
165,2003-02-28,SPY_PUT,BUY_LONG PUT,68.64984680238446,670.5434231297535,-46032.70327220404,Delta:-0.09,4773.72,25.519572515957837
166,2003-03-07,SPY_PUT,BUY_LONG PUT,60.415499415219884,761.5543588302635,-46009.68692056794,Delta:-0.09,4883.31,21.954562782892157
167,2003-03-14,SPY_PUT,BUY_LONG PUT,51.553415700891975,892.0200815386902,-45986.68207710765,Delta:-0.09,4655.21,19.65210546789852
168,2003-03-21,SPY_PUT,BUY_LONG PUT,54.9818175068501,835.9797987824348,-45963.688736069096,Delta:-0.09,4747.73,20.550560505277236
169,2003-03-28,SPY_PUT,BUY_LONG PUT,56.129476471704926,818.4773808617285,-45940.70689170106,Delta:-0.09,4755.42,20.9456047921611
170,2003-04-04,SPY_PUT,BUY_LONG PUT,47.383108082037054,969.0739674306556,-45917.73653825521,Delta:-0.09,4879.8,17.231090265458818
171,2003-04-11,SPY_PUT,BUY_LONG PUT,58.599728611772086,783.1909593650624,-45894.77766998608,Delta:-0.09,4931.41,21.08701405503635
172,2003-04-18,SPY_PUT,BUY_LONG PUT,57.665282489773055,795.4843590558402,-45871.83028115108,Delta:-0.09,4886.2,20.942788671024605
173,2003-04-25,SPY_PUT,BUY_LONG PUT,65.76951475252682,697.1146820609472,-45848.89436601051,Delta:-0.09,4975.01,23.459656958554447
174,2003-05-02,SPY_PUT,BUY_LONG PUT,68.32046106625084,670.7503023785177,-45825.969918827504,Delta:-0.09,5156.43,23.512181681745993
175,2003-05-09,SPY_PUT,BUY_LONG PUT,53.79559229257601,851.4276910413176,-45803.056933868094,Delta:-0.09,4971.99,19.200270028367353
176,2003-05-16,SPY_PUT,BUY_LONG PUT,49.09734125986915,932.4365481032805,-45780.15540540116,Delta:-0.09,5139.18,16.95334622704552
177,2003-05-23,SPY_PUT,BUY_LONG PUT,45.805924518837685,998.9377096598232,-45757.26532769846,Delta:-0.09,5347.8,15.199790854138623
178,2003-05-30,SPY_PUT,BUY_LONG PUT,60.87465504687116,751.2878169054243,-45734.386695034606,Delta:-0.09,5600.93,19.287104692046057
179,2003-06-06,SPY_PUT,BUY_LONG PUT,58.8026455243618,777.3718188027597,-45711.519501687086,Delta:-0.09,5949.36,17.53950959162744
180,2003-06-13,SPY_PUT,BUY_LONG PUT,67.95731291958967,672.3141598608711,-45688.663741936245,Delta:-0.09,6028.5,20.00404279199064
181,2003-06-20,SPY_PUT,BUY_LONG PUT,56.01783721339922,815.2014015839621,-45665.819410065276,Delta:-0.09,6142.19,16.184293494156236
182,2003-06-27,SPY_PUT,BUY_LONG PUT,56.01792649328462,814.7925022864223,-45642.986500360246,Delta:-0.09,6315.97,15.73903533737883
183,2003-07-04,SPY_PUT,BUY_LONG PUT,57.01596209561222,800.1297063199231,-45620.165007110074,Delta:-0.09,6448.17,15.691018858268517
184,2003-07-11,SPY_PUT,BUY_LONG PUT,75.78132789235809,601.6964362167719,-45597.354924606516,Delta:-0.09,6518.54,20.63017813946301
185,2003-07-18,SPY_PUT,BUY_LONG PUT,91.3387456714366,498.96192368444423,-45574.55624714421,Delta:-0.09,6578.13,24.640168212936032
