trade_id,date,symbol,action,price,pnl
102,2003-03-10,ES,SELL_LONG,2028.7444681393274,0.5058602497670132
103,2003-04-02,ES,BUY_LONG,2088.101201808941,0.0
104,2003-04-03,ES,SELL_LONG,2072.596682943452,-0.1550451886548899
105,2003-05-02,ES,BUY_LONG,2176.614016236807,0.0
106,2003-05-06,ES,SELL_LONG,2152.150408115994,-0.24463608120812752
107,2003-05-19,ES,BUY_LONG,2236.56826160733,0.0
108,2003-05-21,ES,SELL_LONG,2210.235269081682,-0.26332992525648025
109,2003-05-22,ES,BUY_LONG,2238.551258403547,0.0
110,2003-05-23,GC,SELL_SHORT,217.32162890463516,0.0
111,2003-05-30,GC,COVER_SHORT,219.432570832009,-0.021109419273738297
112,2003-06-24,ES,SELL_LONG,2553.200616851775,3.146493584482282
113,2003-06-27,ES,BUY_LONG,2666.075725841863,0.0
114,2003-07-15,ES,SELL_LONG,2754.2417773137854,0.881660514719224
115,2003-09-10,ES,BUY_LONG,2831.7810734241316,0.0
116,2003-09-15,GC,SELL_SHORT,208.95832806146927,0.0
117,2003-09-22,ES,SELL_LONG,2899.676344799227,0.6789527137509549
118,2003-10-03,GC,COVER_SHORT,196.64275531713687,0.123155727443324
119,2003-11-20,ES,BUY_LONG,2955.120610936956,0.0
120,2003-11-27,ES,SELL_LONG,2975.10147362735,0.19980862690394133
121,2003-12-01,ES,BUY_LONG,3010.307293493375,0.0
122,2003-12-02,ES,SELL_LONG,2990.2522977590793,-0.20054995734295517
123,2003-12-04,ES,BUY_LONG,3068.4506304211873,0.0
124,2003-12-15,ES,SELL_LONG,3134.3937046563874,0.6594307423520013
125,2004-01-06,ES,BUY_LONG,3247.154758069287,0.0
126,2004-01-07,ES,SELL_LONG,3186.943949222651,-0.602108088466357
127,2004-01-09,ES,BUY_LONG,3299.4046015145186,0.0
128,2004-01-12,ES,SELL_LONG,3275.3845301876545,-0.24020071326864126
129,2004-01-13,ES,BUY_LONG,3291.636700373908,0.0
130,2004-01-16,ES,SELL_LONG,3301.700715248334,0.10064014874425993
131,2004-03-09,GC,SELL_SHORT,185.2801908128687,0.0
132,2004-03-11,GC,COVER_SHORT,186.03080232788892,-0.007506115150202107
133,2004-03-12,ES,BUY_LONG,3345.140394594169,0.0
134,2004-03-12,GC,SELL_SHORT,185.95757658582707,0.0
135,2004-03-15,GC,COVER_SHORT,186.63593249681895,-0.006783559109918826
136,2004-03-17,ES,SELL_LONG,3267.7617789596497,-0.7737861563451907
137,2004-04-13,ES,BUY_LONG,3548.1128453957026,0.0
138,2004-04-29,ES,SELL_LONG,3684.9632492034625,1.368504038077599
139,2004-05-05,ES,BUY_LONG,3808.706279545866,0.0
140,2004-05-25,ES,SELL_LONG,3923.150899812935,1.1444462026706925
141,2004-06-24,ES,BUY_LONG,4028.207777211804,0.0
142,2004-06-29,ZN,BUY_LONG,108.77307497983237,0.0
143,2004-06-30,ZN,SELL_LONG,108.83795242481635,0.0006487744498397774
144,2004-07-02,ES,SELL_LONG,4090.6165493783633,0.6240877216655918
145,2004-07-09,GC,SELL_SHORT,188.78476607849692,0.0
146,2004-07-14,GC,COVER_SHORT,188.39025178894505,0.003945142895518643
147,2004-07-20,GC,SELL_SHORT,183.0999299900957,0.0
148,2004-07-22,GC,COVER_SHORT,185.4737319031105,-0.02373801913014802
149,2004-07-30,ES,SELL_SHORT,3730.0902865569956,0.0
150,2004-08-04,ES,COVER_SHORT,3776.1779040576225,-0.4608761750062695
151,2004-09-08,ZN,SELL_SHORT,101.92856801259866,0.0
152,2004-09-13,ZN,COVER_SHORT,101.96657770522432,-0.00038009692625664117
153,2004-09-27,ES,BUY_LONG,4062.36059983861,0.0
154,2004-10-07,ES,SELL_LONG,4125.026283519514,0.6266568368090429
155,2004-11-10,GC,BUY_LONG,207.1197907086072,0.0
156,2004-11-11,GC,SELL_LONG,206.1406049586978,-0.009791857499094192
157,2004-12-01,ES,BUY_LONG,4176.6860047001755,0.0
158,2004-12-03,ES,SELL_LONG,4186.925377788753,0.1023937308857785
159,2005-01-12,ES,BUY_LONG,4302.0122201274025,0.0
160,2005-01-17,ES,SELL_LONG,4266.350558821192,-0.3566166130621059
161,2005-02-25,ES,BUY_LONG,4326.162711534585,0.0
162,2005-02-28,ES,SELL_LONG,4250.608561682865,-0.7555414985171955
163,2005-03-10,ES,SELL_SHORT,4015.129146486127,0.0
164,2005-03-25,ES,COVER_SHORT,3848.7320270059513,1.6639711948017566
165,2005-03-25,GC,SELL_SHORT,195.87038904864605,0.0
166,2005-04-07,ES,SELL_SHORT,3679.648033478805,0.0
167,2005-04-08,ES,COVER_SHORT,3745.9346120368036,-0.6628657855799884
168,2005-04-12,GC,COVER_SHORT,187.87179275669075,0.07998596291955294
169,2005-05-09,ES,BUY_LONG,4143.622680172585,0.0
170,2005-05-10,ES,SELL_LONG,4077.992908784871,-0.656297713877143
171,2005-06-02,ES,BUY_LONG,4356.232224710923,0.0
172,2005-06-14,ZN,BUY_LONG,108.17094986840368,0.0
173,2005-06-16,ZN,SELL_LONG,107.41232942510617,-0.007586204432975165
174,2005-06-17,ES,SELL_LONG,4472.306516779338,1.1607429206841517
175,2005-06-20,ZN,BUY_LONG,108.53901590994617,0.0
176,2005-06-21,ZN,SELL_LONG,108.65040052389136,0.0011138461394519083
177,2005-07-05,GC,BUY_LONG,198.92185713524373,0.0
178,2005-07-06,GC,SELL_LONG,197.55791551153047,-0.013639416237132593
179,2005-07-11,ES,BUY_LONG,4665.186526180909,0.0
180,2005-07-14,ES,SELL_LONG,4671.21766327718,0.06031137096270868
181,2005-07-15,ES,BUY_LONG,4694.614659864925,0.0
182,2005-07-18,ES,SELL_LONG,4658.994964348669,-0.3561969551625589
183,2005-07-21,ES,BUY_LONG,4734.859799925918,0.0
184,2005-07-22,ES,SELL_LONG,4737.015877838338,0.021560779124201873
185,2005-07-26,ES,BUY_LONG,4854.66428620133,0.0
186,2005-07-26,GC,BUY_LONG,207.83839910343002,0.0
187,2005-07-27,GC,SELL_LONG,207.49413676417322,-0.0034426233925680095
188,2005-08-04,ZN,BUY_LONG,111.17062384938505,0.0
189,2005-08-05,ZN,SELL_LONG,110.65975596290332,-0.005108678864817335
190,2005-08-10,ES,SELL_LONG,5054.171940511496,1.995076543101668
191,2005-09-26,ES,BUY_LONG,5359.761327452156,0.0
192,2005-10-10,ES,SELL_LONG,5578.63001477528,2.188686873231236
193,2005-10-11,ES,BUY_LONG,5620.945445835582,0.0
194,2005-10-17,ES,SELL_LONG,5696.5146066334955,0.7556916079791336
195,2005-11-02,GC,BUY_LONG,216.38740516328832,0.0
196,2005-11-07,GC,SELL_LONG,216.20857962744083,-0.0017882553584749417
197,2005-11-09,ES,BUY_LONG,5949.493674018994,0.0
198,2005-11-10,ES,SELL_LONG,5909.965099505988,-0.3952857451300588
199,2005-12-12,GC,BUY_LONG,217.63648789706977,0.0
200,2005-12-14,GC,SELL_LONG,216.91377356212823,-0.007227143349415428
201,2005-12-15,GC,BUY_LONG,219.09172961926066,0.0
202,2005-12-26,GC,SELL_LONG,222.0169678715991,0.029252382523384312
203,2005-12-28,ES,SELL_SHORT,5205.496973627042,0.0
204,2005-12-29,ES,COVER_SHORT,5256.806548438921,-0.5130957481187852
205,2006-01-12,ES,SELL_SHORT,5056.1701623431345,0.0
206,2006-01-24,ES,COVER_SHORT,5010.9544937410765,0.45215668602058035
207,2006-01-25,ES,SELL_SHORT,4946.283828103731,0.0
208,2006-01-26,ES,COVER_SHORT,4945.987842423369,0.002959856803618095
209,2006-02-07,ES,SELL_SHORT,4695.166197781808,0.0
210,2006-02-15,ES,COVER_SHORT,4708.960983692006,-0.13794785910198698
211,2006-02-27,ES,SELL_SHORT,4546.282176521023,0.0
212,2006-02-28,ES,COVER_SHORT,4549.338504112112,-0.030563275910890298
213,2006-03-08,GC,BUY_LONG,226.26721651628213,0.0
214,2006-03-09,GC,SELL_LONG,225.98549175324908,-0.002817247630330542
215,2006-03-10,GC,BUY_LONG,227.3585672750627,0.0
216,2006-03-16,GC,SELL_LONG,228.54158212294448,0.011830148478817649
217,2006-04-28,ES,BUY_LONG,5141.374433918976,0.0
218,2006-05-02,ZN,BUY_LONG,118.55075685444913,0.0
219,2006-05-03,ZN,SELL_LONG,118.25792879860285,-0.002928280558462859
220,2006-05-09,GC,SELL_SHORT,215.42801101383313,0.0
221,2006-05-11,ES,SELL_LONG,5182.830801920669,0.41456368001692684
222,2006-05-12,ES,BUY_LONG,5250.009764951947,0.0
223,2006-05-17,ES,SELL_LONG,5179.7471186627035,-0.7026264628924309
224,2006-05-22,GC,COVER_SHORT,211.25403702152684,0.041739739923062874
225,2006-07-18,ES,BUY_LONG,5473.105947058381,0.0
226,2006-07-26,ES,SELL_LONG,5453.879859527586,-0.19226087530795666
227,2006-08-18,ES,BUY_LONG,5828.580416092464,0.0
228,2006-08-23,ES,SELL_LONG,5790.780279000785,-0.37800137091678154
229,2006-08-25,ES,BUY_LONG,5827.73368288538,0.0
230,2006-08-28,ES,SELL_LONG,5716.932948924298,-1.1080073396108219
231,2006-09-29,ES,BUY_LONG,6069.970845022686,0.0
232,2006-10-05,ES,SELL_LONG,6137.518578131338,0.675477331086513
233,2006-10-10,ES,BUY_LONG,6221.432114335653,0.0
234,2006-10-11,ES,SELL_LONG,6209.556609514481,-0.1187550482117149
235,2006-10-13,ES,BUY_LONG,6262.539514903866,0.0
236,2006-10-20,ES,SELL_LONG,6311.689990879446,0.49150475975579866
237,2006-10-23,GC,BUY_LONG,230.81481026298655,0.0
238,2006-10-25,GC,SELL_LONG,229.2325472681365,-0.01582262994850055
239,2006-12-04,ES,SELL_SHORT,5520.638343350351,0.0
240,2006-12-06,ES,COVER_SHORT,5574.506067175923,-0.5386772382557229
241,2006-12-07,ES,SELL_SHORT,5470.824996993244,0.0
242,2006-12-08,ES,COVER_SHORT,5531.006946592866,-0.6018194959962239
243,2006-12-11,ES,SELL_SHORT,5500.137843228293,0.0
244,2006-12-12,ES,COVER_SHORT,5510.93704033826,-0.10799197109967282
245,2006-12-22,ES,SELL_SHORT,5342.5088967292895,0.0
246,2006-12-26,ES,COVER_SHORT,5341.1581553179685,0.013507414113209961
247,2006-12-28,ES,SELL_SHORT,5287.4929430468155,0.0
248,2006-12-28,GC,BUY_LONG,230.6538017003743,0.0
249,2006-12-29,ES,COVER_SHORT,5299.264650729761,-0.11771707682945817
250,2006-12-29,GC,SELL_LONG,230.43163569602245,-0.002221660043518341
251,2007-01-02,ES,SELL_SHORT,5260.292137480216,0.0
252,2007-01-03,ES,COVER_SHORT,5351.183509698793,-0.9089137221857709
253,2007-02-09,GC,BUY_LONG,235.46967842959458,0.0
254,2007-02-14,GC,SELL_LONG,236.2232316521308,0.00753553222536226
255,2007-04-23,ES,BUY_LONG,5706.8982096756245,0.0
256,2007-04-24,ES,SELL_LONG,5601.448032360202,-1.0545017731542248
257,2007-05-03,ES,BUY_LONG,5809.675269335422,0.0
258,2007-05-04,ES,SELL_LONG,5686.596899746477,-1.2307836958894496
259,2007-05-28,GC,BUY_LONG,255.96055516344344,0.0
260,2007-05-29,GC,SELL_LONG,251.38872365236267,-0.04571831511080774
261,2007-05-31,GC,BUY_LONG,257.22059648950415,0.0
262,2007-06-01,GC,SELL_LONG,255.98245449996872,-0.012381419895354214
263,2007-07-13,ES,BUY_LONG,5950.19636526776,0.0
264,2007-07-17,ES,SELL_LONG,5944.8846596033045,-0.053117056644550756
265,2007-07-20,ES,BUY_LONG,6004.938362430608,0.0
266,2007-07-24,ES,SELL_LONG,5840.522185429411,-1.6441617700119695
267,2007-08-22,ES,BUY_LONG,6248.379709636338,0.0
268,2007-08-31,ES,SELL_LONG,6280.720008642734,0.32340299006395984
269,2007-09-27,ES,SELL_SHORT,5734.676481280138,0.0
270,2007-10-02,ES,COVER_SHORT,5676.347339187615,0.583291420925234
271,2007-10-04,GC,SELL_SHORT,241.59620496844917,0.0
272,2007-10-05,ES,SELL_SHORT,5481.045482690591,0.0
273,2007-10-05,GC,COVER_SHORT,245.38253608929173,-0.037863311208425614
274,2007-10-09,ES,COVER_SHORT,5615.373998413056,-1.3432851572246545
275,2007-11-16,ES,SELL_SHORT,5645.0373397611465,0.0
276,2007-11-16,GC,BUY_LONG,263.96976356815236,0.0
277,2007-11-19,GC,SELL_LONG,263.87825954875603,-0.0009150401939632502
278,2007-11-21,ES,COVER_SHORT,5619.955454395677,0.25081885365469136
279,2007-11-22,GC,BUY_LONG,267.78845605361903,0.0
280,2007-11-23,GC,SELL_LONG,268.5178166361685,0.007293605825494751
281,2007-11-29,GC,BUY_LONG,271.74922127623466,0.0
282,2007-12-27,GC,SELL_LONG,302.40931624827215,0.3066009497203748
283,2008-02-06,GC,BUY_LONG,325.25087018400643,0.0
284,2008-02-14,ES,SELL_SHORT,5296.244142201792,0.0
285,2008-02-18,ES,COVER_SHORT,5441.512029453997,-1.4526788725220467
286,2008-02-18,GC,SELL_LONG,329.2584813250608,0.04007611141054383
287,2008-06-24,GC,BUY_LONG,327.8901378300767,0.0
288,2008-06-25,GC,SELL_LONG,327.58841246641805,-0.0030172536365864746
289,2008-06-26,GC,BUY_LONG,331.5504921797991,0.0
290,2008-06-27,GC,SELL_LONG,327.9412189713953,-0.036092732084038064
291,2008-07-15,ES,BUY_LONG,5934.278242916165,0.0
292,2008-07-16,ES,SELL_LONG,5892.853394176911,-0.41424848739254233
293,2008-08-12,GC,SELL_SHORT,305.06195111684974,0.0
294,2008-08-19,GC,COVER_SHORT,301.72298029722634,0.033389708196233985
295,2008-09-22,ES,SELL_SHORT,5491.930086101716,0.0
296,2008-09-23,ES,COVER_SHORT,5537.993422726072,-0.46063336624355544
297,2008-09-24,ES,SELL_SHORT,5463.265613421082,0.0
298,2008-09-25,ES,COVER_SHORT,5508.225159570336,-0.4495954614925358
299,2008-09-29,ES,SELL_SHORT,5427.528498103619,0.0
300,2008-10-01,ES,COVER_SHORT,5463.4606652547845,-0.35932167151165234
301,2008-10-01,GC,BUY_LONG,326.3866654486151,0.0
302,2008-10-02,ES,SELL_SHORT,5400.591173101416,0.0
303,2008-10-06,ES,COVER_SHORT,5402.599916113785,-0.020087430123694502
304,2008-10-13,GC,SELL_LONG,330.99279138252484,0.04606125933909766
305,2008-11-03,ES,BUY_LONG,6045.53643278544,0.0
306,2008-11-03,GC,BUY_LONG,345.01304201749866,0.0
307,2008-11-12,GC,SELL_LONG,342.09861844685946,-0.029144235706392012
308,2008-11-21,ES,SELL_LONG,6337.634980834324,2.9209854804888344
309,2008-11-27,ES,BUY_LONG,6602.93405374245,0.0
310,2008-12-02,ES,SELL_LONG,6573.007175689493,-0.29926878052956457
311,2008-12-24,GC,BUY_LONG,363.072171474284,0.0
312,2008-12-30,GC,SELL_LONG,360.828687175268,-0.02243484299016018
313,2009-01-28,ZN,BUY_LONG,132.96715665596324,0.0
314,2009-01-29,ZN,SELL_LONG,133.0288288137165,0.000616721577532644
315,2009-02-03,GC,SELL_SHORT,338.87647597234235,0.0
316,2009-02-16,GC,COVER_SHORT,331.0668706188417,0.07809605353500672
317,2009-03-03,ES,SELL_SHORT,6083.004127454584,0.0
318,2009-03-20,ES,COVER_SHORT,5742.38697767083,3.4061714978375406
319,2009-06-22,ES,BUY_LONG,6250.267322257171,0.0
320,2009-06-25,ES,SELL_LONG,6268.808700678316,0.18541378421145055
321,2009-07-01,ES,BUY_LONG,6445.354516923995,0.0
322,2009-07-02,ES,SELL_LONG,6343.916814553623,-1.0143770237037188
323,2009-07-08,ES,BUY_LONG,6645.1268699507955,0.0
324,2009-07-09,ES,SELL_LONG,6585.589846694554,-0.5953702325624181
325,2009-07-31,GC,BUY_LONG,357.68357528468755,0.0
326,2009-08-04,GC,SELL_LONG,359.1265160502503,0.01442940765562753
327,2009-08-06,GC,BUY_LONG,364.20408715453726,0.0
328,2009-08-07,GC,SELL_LONG,360.49891060740526,-0.03705176547131998
329,2009-08-12,ES,BUY_LONG,6737.763504917527,0.0
330,2009-08-13,ES,SELL_LONG,6633.384477892584,-1.0437902702494284
331,2009-09-09,ES,BUY_LONG,6924.919234210438,0.0
332,2009-09-15,ES,SELL_LONG,6981.063450619879,0.5614421640944147
333,2009-09-16,ES,BUY_LONG,7031.973653710084,0.0
334,2009-09-17,ES,SELL_LONG,6959.051425439748,-0.7292222827033674
335,2009-11-11,GC,SELL_SHORT,341.4490472150908,0.0
336,2009-11-12,GC,COVER_SHORT,346.0311864477985,-0.04582139232707732
337,2009-11-17,GC,SELL_SHORT,338.0806585775047,0.0
338,2009-11-18,GC,COVER_SHORT,341.38733661979444,-0.03306678042289718
339,2009-11-30,ES,BUY_LONG,7410.165059753426,0.0
340,2009-12-03,ES,SELL_LONG,7219.498694313342,-1.9066636544008453
341,2009-12-09,GC,SELL_SHORT,326.8311544225678,0.0
342,2009-12-10,GC,COVER_SHORT,327.57503168644075,-0.0074387726387294606
343,2010-01-15,GC,SELL_SHORT,326.95294687336343,0.0
344,2010-01-22,GC,COVER_SHORT,326.91339790413735,0.0003954896922607532
345,2010-01-27,GC,SELL_SHORT,320.3137921063852,0.0
346,2010-01-28,ES,BUY_LONG,7497.226671091549,0.0
347,2010-01-28,GC,COVER_SHORT,321.8612563059138,-0.015474641995285766
348,2010-02-18,ES,SELL_LONG,7951.2110031331495,4.539843320416003
349,2010-05-14,ES,BUY_LONG,8388.220468076857,0.0
350,2010-05-31,ES,SELL_LONG,8495.396050527244,1.0717558245038707
351,2010-06-11,ES,BUY_LONG,9056.04594923768,0.0
352,2010-07-09,ES,SELL_LONG,9914.777204740887,8.587312555032076
353,2010-07-29,GC,BUY_LONG,350.9860118893105,0.0
354,2010-08-04,GC,SELL_LONG,353.88277722840655,0.028967653390960777
355,2010-08-09,GC,BUY_LONG,358.9902681342417,0.0
356,2010-08-10,GC,SELL_LONG,354.64569684821663,-0.04344571286025087
357,2010-09-07,ES,SELL_SHORT,9438.537531646321,0.0
358,2010-09-21,ES,COVER_SHORT,9139.86265626411,2.986748753822121
359,2010-09-22,ES,SELL_SHORT,8951.444901662338,0.0
360,2010-09-27,ES,COVER_SHORT,8981.067108895571,-0.29622207233232983
361,2010-10-04,ZN,BUY_LONG,144.72039952580295,0.0
362,2010-10-05,ZN,SELL_LONG,144.47618192353195,-0.0024421760227099298
363,2010-10-06,ZN,BUY_LONG,145.4630878757759,0.0
364,2010-10-07,ZN,SELL_LONG,145.19360218096367,-0.002694856948122322
365,2010-10-18,GC,SELL_SHORT,319.28251621095103,0.0
366,2010-10-19,GC,COVER_SHORT,323.01577705498346,-0.037332608440324294
367,2010-11-17,ES,BUY_LONG,9919.184183784233,0.0
368,2010-11-23,ES,SELL_LONG,10043.596647388971,1.2441246360473814
369,2010-11-24,ES,BUY_LONG,10229.323973559392,0.0
370,2010-11-25,ES,SELL_LONG,10093.030543149942,-1.3629343040945059
371,2010-12-30,GC,BUY_LONG,353.2534367373358,0.0
372,2011-01-04,GC,SELL_LONG,353.658256518779,0.004048197814432228
373,2011-01-12,ES,SELL_SHORT,9285.718992435239,0.0
374,2011-01-31,ES,COVER_SHORT,8640.734779252209,6.449842131830301
375,2011-02-01,ES,SELL_SHORT,8427.674090444683,0.0
376,2011-02-03,ES,COVER_SHORT,8537.976790899853,-1.1030270045516954
377,2011-03-21,ES,BUY_LONG,9380.418004124096,0.0
378,2011-03-23,ES,SELL_LONG,9402.787003308658,0.223689991845622
379,2011-03-24,ES,BUY_LONG,9588.299487428376,0.0
380,2011-04-07,ES,SELL_LONG,9802.46116874684,2.1416168131846463
381,2011-05-05,ES,BUY_LONG,10118.14842464741,0.0
382,2011-05-06,ES,SELL_LONG,9990.705022363025,-1.2744340228438522
383,2011-06-21,ES,BUY_LONG,10221.89111477908,0.0
384,2011-06-23,ES,SELL_LONG,10216.964683263674,-0.049264315154068754
385,2011-07-27,ES,SELL_SHORT,9242.719828478314,0.0
386,2011-08-01,ES,COVER_SHORT,9405.045685964493,-1.6232585748617931
387,2011-08-15,ES,SELL_SHORT,8985.483392782935,0.0
388,2011-08-22,ES,COVER_SHORT,8939.111456784225,0.4637193599870989
389,2011-08-25,ES,SELL_SHORT,8834.092452785088,0.0
390,2011-08-29,ES,COVER_SHORT,8887.640798953113,-0.535483461680251
391,2011-09-16,GC,SELL_SHORT,316.50409908213084,0.0
392,2011-09-19,GC,COVER_SHORT,318.22075443921165,-0.017166553570808107
393,2011-09-20,GC,SELL_SHORT,315.2142201847588,0.0
394,2011-09-21,GC,COVER_SHORT,316.04283377798134,-0.00828613593222542
395,2011-09-30,ES,SELL_SHORT,8443.510758157938,0.0
