date,cash,position_value,total_value,daily_return,num_positions
2000-04-20,3.875519999899552,1065049.23,1065053.10552,0.011547045829411299,20
2000-04-21,3.875519999899552,1052205.83,1052209.70552,-0.012058929205909657,20
2000-04-24,3.875519999899552,1049308.68,1049312.55552,-0.0027533960053793397,20
2000-04-25,3.875519999899552,1052290.1099999999,1052293.9855199999,0.002841317378998148,20
2000-04-26,3.875519999899552,1050981.1300000001,1050985.0055200001,-0.0012439299454447658,20
2000-04-27,3.875519999899552,1046053.26,1046057.1355199999,-0.004688810947937403,20
2000-04-28,20.803119999844057,1043153.22,1043174.0231199998,-0.0027561710561506674,20
2000-05-01,20.803119999844057,1038901.8199999998,1038922.6231199997,-0.0040754465753324145,20
2000-05-02,20.803119999844057,1042563.98,1042584.7831199998,0.003524959336242267,20
2000-05-03,20.803119999844057,1034599.65,1034620.4531199998,-0.007639023827075439,20
2000-05-04,20.803119999844057,1035027.25,1035048.0531199998,0.00041329165561197523,20
2000-05-05,20.803119999844057,1041608.36,1041629.1631199998,0.006358265184077396,20
2000-05-08,20.803119999844057,1044984.14,1045004.9431199998,0.0032408654821918853,20
2000-05-09,20.803119999844057,1017658.8999999998,1017679.7031199996,-0.026148431335087395,20
2000-05-10,20.803119999844057,1034603.6899999998,1034624.4931199996,0.016650415595447908,20
2000-05-11,20.803119999844057,1029125.8499999999,1029146.6531199997,-0.005294519931072835,20
2000-05-12,20.803119999844057,1033626.2799999999,1033647.0831199997,0.004372972487794989,20
2000-05-15,20.803119999844057,1024110.3100000002,1024131.11312,-0.009206207955694485,20
2000-05-16,20.803119999844057,1030688.0599999998,1030708.8631199996,0.006422761612974177,20
2000-05-17,20.803119999844057,1030377.2700000001,1030398.07312,-0.0003015303458814873,20
2000-05-18,20.803119999844057,1023952.3799999999,1023973.1831199997,-0.0062353474522190856,20
2000-05-19,20.803119999844057,1024966.8499999999,1024987.6531199997,0.000990719304688164,20
2000-05-22,20.803119999844057,1021537.4299999998,1021558.2331199996,-0.0033458159125732854,20
2000-05-23,20.803119999844057,1017671.97,1017692.7731199998,-0.003783886101327893,20
2000-05-24,20.803119999844057,1020008.32,1020029.1231199998,0.0022957321322399616,20
2000-05-25,20.803119999844057,1019215.3300000001,1019236.1331199999,-0.0007774189795427871,20
2000-05-26,20.803119999844057,1023560.83,1023581.6331199998,0.004263486996578314,20
2000-05-29,20.803119999844057,1011951.4299999999,1011972.2331199998,-0.011341938565870098,20
2000-05-30,20.803119999844057,1013802.39,1013823.1931199998,0.0018290620428323473,20
2000-05-31,33.30963999980304,1011543.43,1011576.7396399998,-0.002215823720787701,20
2000-06-01,33.30963999980304,1014376.5299999998,1014409.8396399996,0.002800677288218379,20
2000-06-02,33.30963999980304,1023097.37,1023130.6796399998,0.00859695919658578,20
2000-06-05,33.30963999980304,1009453.04,1009486.3496399998,-0.013335862438218422,20
2000-06-06,33.30963999980304,1012701.5599999999,1012734.8696399997,0.0032179929933261408,20
2000-06-07,33.30963999980304,1003351.1100000001,1003384.4196399999,-0.00923287059654979,20
2000-06-08,33.30963999980304,1017724.87,1017758.1796399998,0.014325277250325449,20
2000-06-09,33.30963999980304,990733.7900000002,990767.0996399999,-0.02652013075399413,20
2000-06-12,33.30963999980304,995358.96,995392.2696399997,0.004668271687342451,20
2000-06-13,33.30963999980304,1000894.18,1000927.4896399998,0.005560842864494008,20
2000-06-14,33.30963999980304,1001927.37,1001960.6796399998,0.0010322326149435142,20
2000-06-15,33.30963999980304,999727.47,999760.7796399997,-0.0021955951413087766,20
2000-06-16,33.30963999980304,1001171.8099999997,1001205.1196399995,0.0014446855982086252,20
2000-06-19,33.30963999980304,985914.45,985947.7596399997,-0.015238995187605313,20
2000-06-20,33.30963999980304,996688.7499999999,996722.0596399996,0.01092786092838627,20
2000-06-21,33.30963999980304,983506.4199999999,983539.7296399997,-0.01322568300009454,20
2000-06-22,33.30963999980304,977799.7000000001,977833.0096399998,-0.005802226212141587,20
2000-06-23,33.30963999980304,983211.2499999999,983244.5596399996,0.005534227160107978,20
2000-06-26,33.30963999980304,982091.92,982125.2296399998,-0.001138404468171853,20
2000-06-27,33.30963999980304,975071.0599999998,975104.3696399996,-0.007148640303817193,20
2000-06-28,33.30963999980304,978636.67,978669.9796399998,0.0036566444690598735,20
2000-06-29,33.30963999980304,977041.85,977075.1596399997,-0.0016295789522293449,20
2000-06-30,8.990459999695304,975888.14,975897.1304599997,-0.0012056689481637335,20
2000-07-03,8.990459999695304,961592.6100000001,961601.6004599998,-0.014648603376117685,20
2000-07-04,8.990459999695304,966239.0300000001,966248.0204599998,0.004831959511899046,20
2000-07-05,8.990459999695304,965081.0499999998,965090.0404599995,-0.001198429363352334,20
2000-07-06,8.990459999695304,968589.08,968598.0704599996,0.0036349250877442283,20
2000-07-07,8.990459999695304,956162.1900000001,956171.1804599997,-0.01282976951843215,20
2000-07-10,8.990459999695304,948700.5999999999,948709.5904599995,-0.007803613152626647,20
2000-07-11,8.990459999695304,959183.5300000001,959192.5204599998,0.011049672213092566,20
2000-07-12,8.990459999695304,952234.4099999998,952243.4004599995,-0.007244760412297373,20
2000-07-13,8.990459999695304,956521.69,956530.6804599996,0.004502294264186122,20
2000-07-14,8.990459999695304,951045.8399999999,951054.8304599995,-0.005724698759653725,20
2000-07-17,8.990459999695304,942959.69,942968.6804599996,-0.008502296335626469,20
2000-07-18,8.990459999695304,947685.9299999999,947694.9204599996,0.005012085870863106,20
2000-07-19,8.990459999695304,944726.3999999999,944735.3904599996,-0.0031228720721258145,20
2000-07-20,8.990459999695304,942130.55,942139.5404599997,-0.0027477006008379966,20
2000-07-21,8.990459999695304,941352.14,941361.1304599997,-0.0008262151906075122,20
2000-07-24,8.990459999695304,940670.4699999999,940679.4604599995,-0.0007241322994365167,20
2000-07-25,8.990459999695304,941168.9500000001,941177.9404599997,0.0005299148338547263,20
2000-07-26,8.990459999695304,946582.9200000002,946591.9104599998,0.005752334141356964,20
2000-07-27,8.990459999695304,939266.6,939275.5904599996,-0.0077291173938353105,20
2000-07-28,8.990459999695304,931421.2000000001,931430.1904599997,-0.008352607136482393,20
2000-07-31,22.35891999983869,929357.83,929380.1889199998,-0.002200918073084518,20
2000-08-01,22.35891999983869,931523.62,931545.9789199998,0.002330359551258378,20
2000-08-02,22.35891999983869,933617.9699999997,933640.3289199995,0.0022482518817029907,20
2000-08-03,22.35891999983869,934286.2799999999,934308.6389199997,0.0007158109812728939,20
2000-08-04,22.35891999983869,928302.3500000001,928324.7089199999,-0.006404660891198496,20
2000-08-07,22.35891999983869,921325.2,921347.5589199997,-0.007515850793325602,20
2000-08-08,22.35891999983869,927034.69,927057.0489199997,0.006196890570473355,20
2000-08-09,22.35891999983869,929224.2899999999,929246.6489199997,0.0023618826937897843,20
2000-08-10,22.35891999983869,928969.17,928991.5289199998,-0.0002745449771558365,20
2000-08-11,22.35891999983869,923187.1499999999,923209.5089199997,-0.006223974944876008,20
2000-08-14,22.35891999983869,922947.88,922970.2389199998,-0.0002591719405921284,20
2000-08-15,22.35891999983869,920236.27,920258.6289199998,-0.002937917048303678,20
2000-08-16,22.35891999983869,909373.7499999999,909396.1089199997,-0.011803768700053601,20
2000-08-17,22.35891999983869,922382.41,922404.7689199998,0.014304723620875457,20
2000-08-18,22.35891999983869,914047.69,914070.0489199997,-0.00903585961481836,20
2000-08-21,22.35891999983869,910981.35,911003.7089199998,-0.0033546006716038195,20
2000-08-22,22.35891999983869,914973.11,914995.4689199998,0.004381716518731042,20
2000-08-23,22.35891999983869,911095.2500000001,911117.6089199999,-0.004238119347822607,20
2000-08-24,22.35891999983869,914090.44,914112.7989199997,0.00328738021379062,20
2000-08-25,22.35891999983869,917604.5999999999,917626.9589199997,0.0038443395652613156,20
2000-08-28,22.35891999983869,906870.5799999998,906892.9389199996,-0.011697585708067487,20
2000-08-29,22.35891999983869,905274.4099999999,905296.7689199997,-0.0017600423726981179,20
2000-08-30,22.35891999983869,904380.49,904402.8489199998,-0.0009874331055730527,20
2000-08-31,5.906599999871105,903268.3300000001,903274.2366,-0.0012479088509590411,20
2000-09-01,5.906599999871105,910861.1,910867.0065999998,0.008405830358429933,20
2000-09-04,5.906599999871105,911021.9000000003,911027.8066000001,0.00017653510208970986,20
2000-09-05,5.906599999871105,909087.1600000001,909093.0666,-0.002123689294644749,20
2000-09-06,5.906599999871105,894086.53,894092.4365999999,-0.016500653839658402,20
2000-09-07,5.906599999871105,903565.5999999999,903571.5065999997,0.010601890377292823,20
2000-09-08,5.906599999871105,900071.7999999999,900077.7065999998,-0.003866655792574249,20
2000-09-11,5.906599999871105,899205.1099999999,899211.0165999997,-0.0009629057509644809,20
2000-09-12,5.906599999871105,901465.83,901471.7365999998,0.0025141151056490394,20
2000-09-13,5.906599999871105,895045.23,895051.1365999999,-0.007122353080326154,20
2000-09-14,5.906599999871105,897564.42,897570.3265999999,0.002814576616895456,20
2000-09-15,5.906599999871105,895397.47,895403.3765999998,-0.002414239793564127,20
2000-09-18,5.906599999871105,906139.43,906145.3365999999,0.011996782992698936,20
2000-09-19,5.906599999871105,902486.55,902492.4565999999,-0.004031229707263281,20
2000-09-20,5.906599999871105,900930.36,900936.2665999999,-0.0017243246617958056,20
2000-09-21,5.906599999871105,898085.91,898091.8165999999,-0.0031572155605795365,20
2000-09-22,5.906599999871105,895623.09,895628.9965999998,-0.0027422808609077636,20
2000-09-25,5.906599999871105,896574.8199999998,896580.7265999997,0.001062638663568103,20
2000-09-26,5.906599999871105,896090.02,896095.9265999999,-0.0005407209698096737,20
2000-09-27,5.906599999871105,899233.6599999999,899239.5665999998,0.003508151199757834,20
2000-09-28,5.906599999871105,905519.1,905525.0065999998,0.006989728025163681,20
2000-09-29,6.738139999892155,897826.6100000002,897833.3481400001,-0.008494142518360483,20
2000-10-02,6.738139999892155,898210.9700000002,898217.7081400001,0.00042809726414846016,20
2000-10-03,6.738139999892155,895186.24,895192.9781399999,-0.0033674798131777275,20
2000-10-04,6.738139999892155,904407.3,904414.03814,0.01030063933159892,20
2000-10-05,6.738139999892155,906165.9799999999,906172.7181399998,0.0019445518599165985,20
2000-10-06,6.738139999892155,901630.8599999999,901637.5981399998,-0.00500469712805825,20
2000-10-09,6.738139999892155,903333.0100000001,903339.74814,0.0018878427469214284,20
2000-10-10,6.738139999892155,900622.08,900628.8181399999,-0.003001008209349852,20
2000-10-11,6.738139999892155,903639.38,903646.1181399999,0.003350214804620006,20
2000-10-12,6.738139999892155,901447.9199999999,901454.6581399998,-0.0024251307630367767,20
2000-10-13,6.738139999892155,897934.98,897941.7181399999,-0.0038969680485630917,20
2000-10-16,6.738139999892155,904388.7399999999,904395.4781399998,0.007187281612628754,20
2000-10-17,6.738139999892155,906983.3200000002,906990.0581400001,0.0028688555645328736,20
2000-10-18,6.738139999892155,911480.3899999998,911487.1281399997,0.004958235164365435,20
2000-10-19,6.738139999892155,912132.8500000001,912139.58814,0.0007158192143993695,20
2000-10-20,6.738139999892155,909725.83,909732.5681399999,-0.002638872417442639,20
2000-10-23,6.738139999892155,915565.2500000001,915571.98814,0.006418831428602348,20
2000-10-24,6.738139999892155,915592.2400000001,915598.97814,2.947883983958632e-05,20
2000-10-25,6.738139999892155,915858.2099999998,915864.9481399998,0.0002904874364757875,20
2000-10-26,6.738139999892155,911043.7899999999,911050.5281399998,-0.005256692058995569,20
2000-10-27,6.738139999892155,910788.8499999999,910795.5881399998,-0.000279830802052819,20
2000-10-30,6.738139999892155,924219.0900000001,924225.82814,0.014745613807184846,20
2000-10-31,35.6482399999295,921890.67,921926.3182399999,-0.0024880389943525115,20
2000-11-01,35.6482399999295,920972.99,921008.6382399999,-0.0009953940806809213,20
2000-11-02,35.6482399999295,930893.22,930928.8682399999,0.010771049899116071,20
2000-11-03,35.6482399999295,920552.03,920587.6782399999,-0.011108464193994588,20
2000-11-06,35.6482399999295,927183.0200000001,927218.66824,0.007202996690850112,20
2000-11-07,35.6482399999295,928982.61,929018.2582399999,0.0019408474631078584,20
2000-11-08,35.6482399999295,930305.0899999999,930340.7382399997,0.0014235242292280324,20
2000-11-09,35.6482399999295,927899.0700000001,927934.71824,-0.002586170744872945,20
2000-11-10,35.6482399999295,943764.3500000001,943799.99824,0.017097409643311405,20
2000-11-13,35.6482399999295,935421.23,935456.8782399999,-0.00883992372913581,20
2000-11-14,35.6482399999295,938666.7100000001,938702.35824,0.003469406314170519,20
2000-11-15,35.6482399999295,941638.69,941674.3382399998,0.0031660514900294016,20
2000-11-16,35.6482399999295,938753.97,938789.6182399999,-0.003063394512153264,20
2000-11-17,35.6482399999295,938741.8099999999,938777.4582399998,-1.2952848821261586e-05,20
2000-11-20,35.6482399999295,952124.2100000002,952159.8582400001,0.01425513563681993,20
2000-11-21,35.6482399999295,954545.9499999998,954581.5982399997,0.002543417451430956,20
2000-11-22,35.6482399999295,948756.9199999999,948792.5682399998,-0.0060644684652138466,20
2000-11-23,35.6482399999295,954202.22,954237.8682399999,0.005739189136041633,20
2000-11-24,35.6482399999295,956862.5300000001,956898.17824,0.0027878897794182686,20
2000-11-27,35.6482399999295,954252.14,954287.7882399999,-0.002727970498179188,20
2000-11-28,35.6482399999295,965564.2500000001,965599.89824,0.011853981722707687,20
2000-11-29,35.6482399999295,959617.8099999998,959653.4582399997,-0.006158285653135295,20
2000-11-30,48.39229999991949,967254.3099999999,967302.7022999999,0.007970839884252439,20
2000-12-01,48.39229999991949,974882.64,974931.0323,0.00788618700419408,20
2000-12-04,48.39229999991949,967755.9299999999,967804.3222999999,-0.007309963232155165,20
2000-12-05,48.39229999991949,981200.0,981248.3923,0.013891310144234585,20
2000-12-06,48.39229999991949,981430.4400000001,981478.8323,0.0002348436968746721,20
2000-12-07,48.39229999991949,978356.83,978405.2222999999,-0.0031316110942478472,20
2000-12-08,48.39229999991949,992765.5599999999,992813.9522999999,0.014726750912192043,20
2000-12-11,48.39229999991949,986924.4099999999,986972.8022999999,-0.00588342859854874,20
2000-12-12,48.39229999991949,988649.1300000001,988697.5223000001,0.001747484830363096,20
2000-12-13,48.39229999991949,993245.78,993294.1723,0.004649197450507161,20
2000-12-14,48.39229999991949,1009624.5700000001,1009672.9623,0.016489364839496135,20
2000-12-15,48.39229999991949,1007817.29,1007865.6823,-0.0017899657289852614,20
2000-12-18,48.39229999991949,992756.6300000001,992805.0223000001,-0.014943122148608866,20
2000-12-19,48.39229999991949,1005553.12,1005601.5123,0.012889227705914148,20
2000-12-20,48.39229999991949,1013416.9199999999,1013465.3122999999,0.007819996195126973,20
2000-12-21,48.39229999991949,1007662.5599999999,1007710.9522999999,-0.0056779052328301246,20
2000-12-22,48.39229999991949,1009303.24,1009351.6322999999,0.001628125601151166,20
2000-12-25,48.39229999991949,1020324.66,1020373.0523,0.010919306659152705,20
2000-12-26,48.39229999991949,1020614.17,1020662.5623,0.00028372956277846747,20
2000-12-27,48.39229999991949,1016259.3400000001,1016307.7323,-0.0042666696720869415,20
2000-12-28,48.39229999991949,1020304.1500000001,1020352.5423000001,0.003979906746203997,20
2000-12-29,18.85479999981908,1019927.64,1019946.4947999999,-0.0003979482415802462,20
2001-01-01,18.85479999981908,1023563.9900000001,1023582.8448,0.0035652360379091657,20
2001-01-02,18.85479999981908,1029902.58,1029921.4347999998,0.006192552007100473,20
2001-01-03,18.85479999981908,1030141.1699999998,1030160.0247999997,0.00023165844688549737,20
2001-01-04,18.85479999981908,1030964.74,1030983.5947999998,0.0007994583173231494,20
2001-01-05,18.85479999981908,1035284.96,1035303.8147999998,0.004190386754735947,20
2001-01-08,18.85479999981908,1042342.0399999997,1042360.8947999995,0.006816433880679763,20
2001-01-09,18.85479999981908,1041853.6999999998,1041872.5547999997,-0.00046849416784150373,20
2001-01-10,18.85479999981908,1041752.32,1041771.1747999998,-9.730556730074283e-05,20
2001-01-11,18.85479999981908,1043516.2100000001,1043535.0647999999,0.0016931645285143964,20
2001-01-12,18.85479999981908,1046254.6599999998,1046273.5147999997,0.0026242050625529885,20
2001-01-15,18.85479999981908,1054608.46,1054627.3147999998,0.00798433667853767,20
2001-01-16,18.85479999981908,1052419.51,1052438.3647999999,-0.0020755673300715404,20
2001-01-17,18.85479999981908,1060658.62,1060677.4748,0.007828591464893835,20
2001-01-18,18.85479999981908,1046521.4999999999,1046540.3547999997,-0.013328387126035561,20
2001-01-19,18.85479999981908,1058926.1700000002,1058945.0248,0.011853025966085066,20
2001-01-22,18.85479999981908,1056981.97,1057000.8247999998,-0.0018359782183852101,20
2001-01-23,18.85479999981908,1065231.59,1065250.4448,0.007804743200234552,20
2001-01-24,18.85479999981908,1065263.53,1065282.3847999999,2.9983559411646933e-05,20
2001-01-25,18.85479999981908,1069661.3,1069680.1548,0.004128266892187157,20
2001-01-26,18.85479999981908,1071370.68,1071389.5347999998,0.0015980290859182054,20
2001-01-29,18.85479999981908,1078654.6400000001,1078673.4948,0.00679861036850609,20
2001-01-30,18.85479999981908,1080916.4299999997,1080935.2847999996,0.002096825416498193,20
2001-01-31,78.3014399997337,1088539.55,1088617.8514399999,0.0071073326479686475,20
2001-02-01,78.3014399997337,1101400.4999999998,1101478.8014399996,0.011814017180581355,20
2001-02-02,78.3014399997337,1099304.29,1099382.5914399999,-0.0019030870110793648,20
2001-02-05,78.3014399997337,1102420.1500000001,1102498.45144,0.0028341907760417308,20
2001-02-06,78.3014399997337,1099433.0499999998,1099511.3514399996,-0.0027093915606854614,20
2001-02-07,78.3014399997337,1111983.39,1112061.6914399997,0.011414470604203631,20
2001-02-08,78.3014399997337,1102441.44,1102519.7414399998,-0.008580414264287945,20
2001-02-09,78.3014399997337,1110338.99,1110417.2914399998,0.007163182393165192,20
2001-02-12,78.3014399997337,1119837.16,1119915.4614399998,0.008553694249197621,20
2001-02-13,78.3014399997337,1108416.3,1108494.6014399999,-0.01019796617979968,20
2001-02-14,78.3014399997337,1111043.4899999998,1111121.7914399996,0.0023700521379056215,20
2001-02-15,78.3014399997337,1107490.15,1107568.4514399997,-0.0031979752601150662,20
2001-02-16,78.3014399997337,1109437.8699999999,1109516.1714399997,0.0017585549655803696,20
2001-02-19,78.3014399997337,1120781.7199999997,1120860.0214399996,0.010224141199561878,20
2001-02-20,78.3014399997337,1125603.2200000002,1125681.52144,0.004301607611810574,20
2001-02-21,78.3014399997337,1125647.1500000001,1125725.45144,3.902524751737814e-05,20
2001-02-22,78.3014399997337,1121960.49,1122038.7914399998,-0.0032749192934069895,20
2001-02-23,78.3014399997337,1131564.4899999998,1131642.7914399996,0.008559418866146513,20
2001-02-26,78.3014399997337,1135722.02,1135800.3214399999,0.0036738889969951225,20
2001-02-27,78.3014399997337,1130810.14,1130888.4414399997,-0.0043245981774091245,20
2001-02-28,33.82051999981195,1134409.0,1134442.8205199998,0.003142997089504413,20
2001-03-01,33.82051999981195,1126979.3199999998,1127013.1405199997,-0.006549188611017513,20
2001-03-02,33.82051999981195,1135965.93,1135999.7505199998,0.007973828943869913,20
2001-03-05,33.82051999981195,1138954.0100000002,1138987.83052,0.0026303526903351205,20
2001-03-06,33.82051999981195,1135205.75,1135239.5705199998,-0.003290869225783554,20
2001-03-07,33.82051999981195,1150742.31,1150776.13052,0.013685710402856632,20
2001-03-08,33.82051999981195,1139227.2900000003,1139261.11052,-0.010006307651512121,20
2001-03-09,33.82051999981195,1142574.4,1142608.2205199997,0.002937965642022042,20
2001-03-12,33.82051999981195,1147824.2300000002,1147858.05052,0.00459460198668194,20
2001-03-13,33.82051999981195,1144488.8299999998,1144522.6505199997,-0.0029057599922650518,20
2001-03-14,33.82051999981195,1155877.85,1155911.67052,0.009950890875620321,20
2001-03-15,33.82051999981195,1147457.7800000003,1147491.60052,-0.007284354172332189,20
2001-03-16,33.82051999981195,1151910.37,1151944.19052,0.0038802811262253285,20
2001-03-19,33.82051999981195,1144748.4300000002,1144782.25052,-0.006217263005395225,20
2001-03-20,33.82051999981195,1153107.4300000002,1153141.25052,0.007301825300141621,20
2001-03-21,33.82051999981195,1154835.85,1154869.67052,0.0014988796899083334,20
2001-03-22,33.82051999981195,1140598.83,1140632.65052,-0.012327815305418452,20
2001-03-23,33.82051999981195,1142975.31,1143009.13052,0.0020834753405634798,20
2001-03-26,33.82051999981195,1150133.0100000002,1150166.83052,0.006262154701024887,20
2001-03-27,33.82051999981195,1155033.54,1155067.3605199999,0.004260712333170158,20
2001-03-28,33.82051999981195,1157970.0100000002,1158003.83052,0.002542250002353313,20
2001-03-29,33.82051999981195,1161246.56,1161280.38052,0.0028294811412916342,20
2001-03-30,14.438359999905515,1159315.0500000003,1159329.48836,-0.0016799492979690577,20
2001-04-02,14.438359999905515,1167373.2899999998,1167387.7283599996,0.006950776359013172,20
2001-04-03,14.438359999905515,1151735.16,1151749.5983599997,-0.01339583209596443,20
2001-04-04,14.438359999905515,1163635.7499999998,1163650.1883599996,0.010332619188185826,20
2001-04-05,14.438359999905515,1169988.83,1170003.2683599999,0.005459613261399524,20
2001-04-06,14.438359999905515,1163933.0100000005,1163947.4483600003,-0.005175900071192174,20
2001-04-09,14.438359999905515,1164595.83,1164610.2683599999,0.000569458699302543,20
2001-04-10,14.438359999905515,1168822.36,1168836.79836,0.003629136814972285,20
2001-04-11,14.438359999905515,1162987.48,1163001.9183599998,-0.004992039956465323,20
2001-04-12,14.438359999905515,1158439.9000000001,1158454.33836,-0.003910208511446469,20
2001-04-13,14.438359999905515,1163879.48,1163893.9183599998,0.004695549768237343,20
2001-04-16,14.438359999905515,1161614.18,1161628.6183599997,-0.001946311398543948,20
2001-04-17,14.438359999905515,1151708.1,1151722.53836,-0.008527751334144433,20
2001-04-18,14.438359999905515,1161673.6699999997,1161688.1083599995,0.00865275243652878,20
