trade_id,date,symbol,name,action,price,shares,amount,commission,reason
44,2000-02-29,000214,股票000214,BUY,57.15,907,51835.049999999996,103.67009999999999,换仓买入
45,2000-02-29,000335,股票000335,BUY,66.86,775,51816.5,103.633,换仓买入
46,2000-02-29,000269,股票000269,BUY,114.41,453,51827.729999999996,103.65545999999999,换仓买入
47,2000-02-29,000383,股票000383,BUY,28.01,1851,51846.51,103.69302,换仓买入
48,2000-02-29,000434,股票000434,BUY,76.49,678,51860.219999999994,103.72044,换仓买入
49,2000-02-29,000483,股票000483,BUY,39.22,1322,51848.84,103.69767999999999,换仓买入
50,2000-02-29,000449,股票000449,BUY,98.89,524,51818.36,103.63672,换仓买入
51,2000-02-29,000123,股票000123,BUY,112.79,459,51770.61,103.54122000000001,换仓买入
52,2000-02-29,000196,股票000196,BUY,72.73,713,51856.490000000005,103.71298000000002,换仓买入
53,2000-02-29,000052,股票000052,BUY,111.36,465,51782.4,103.5648,换仓买入
54,2000-02-29,000226,股票000226,BUY,93.54,554,51821.16,103.64232000000001,换仓买入
55,2000-02-29,000495,股票000495,BUY,109.63,473,51854.99,103.70998,换仓买入
56,2000-02-29,000399,股票000399,BUY,76.61,677,51864.97,103.72994,换仓买入
57,2000-02-29,000159,股票000159,BUY,50.59,1025,51854.75,103.7095,换仓买入
58,2000-02-29,000286,股票000286,BUY,76.56,677,51831.12,103.66224000000001,换仓买入
59,2000-02-29,000412,股票000412,BUY,20.49,2531,51860.189999999995,103.72037999999999,换仓买入
60,2000-02-29,000003,股票000003,BUY,106.75,472,50386.0,100.772,换仓买入
61,2000-03-31,000003,股票000003,SELL,106.23,485,51521.55,103.04310000000001,换仓卖出
62,2000-03-31,000052,股票000052,SELL,107.22,465,49857.3,99.7146,换仓卖出
63,2000-03-31,000412,股票000412,SELL,20.34,2531,51480.54,102.96108000000001,换仓卖出
64,2000-03-31,000269,股票000269,SELL,120.04,453,54378.12,108.75624,换仓卖出
65,2000-03-31,000449,股票000449,SELL,102.27,524,53589.479999999996,107.17895999999999,换仓卖出
66,2000-03-31,000383,股票000383,SELL,29.03,1851,53734.53,107.46906,换仓卖出
67,2000-03-31,000226,股票000226,SELL,92.58,554,51289.32,102.57864000000001,换仓卖出
68,2000-03-31,000124,股票000124,SELL,23.27,2297,53451.19,106.90238000000001,换仓卖出
69,2000-03-31,000335,股票000335,SELL,70.14,775,54358.5,108.717,换仓卖出
70,2000-03-31,000483,股票000483,SELL,41.29,1322,54585.38,109.17076,换仓卖出
71,2000-03-31,000123,股票000123,SELL,112.68,459,51720.12,103.44024,换仓卖出
72,2000-03-31,000233,股票000233,SELL,67.11,811,54426.21,108.85242,换仓卖出
73,2000-03-31,000434,股票000434,SELL,81.94,678,55555.32,111.11064,换仓卖出
74,2000-03-31,000214,股票000214,SELL,55.58,907,50411.06,100.82212,换仓卖出
75,2000-03-31,000159,股票000159,SELL,51.3,1025,52582.5,105.165,换仓卖出
76,2000-03-31,000196,股票000196,SELL,74.5,713,53118.5,106.23700000000001,换仓卖出
77,2000-03-31,000422,股票000422,SELL,30.44,1732,52722.08,105.44416000000001,换仓卖出
78,2000-03-31,000495,股票000495,SELL,112.84,473,53373.32,106.74664,换仓卖出
79,2000-03-31,000286,股票000286,SELL,81.4,677,55107.8,110.21560000000001,换仓卖出
80,2000-03-31,000210,股票000210,BUY,54.9,962,52813.799999999996,105.62759999999999,换仓买入
81,2000-03-31,000102,股票000102,BUY,54.53,969,52839.57,105.67914,换仓买入
82,2000-03-31,000103,股票000103,BUY,39.42,1340,52822.8,105.6456,换仓买入
83,2000-03-31,000306,股票000306,BUY,114.16,462,52741.92,105.48384,换仓买入
84,2000-03-31,000366,股票000366,BUY,117.01,451,52771.51,105.54302000000001,换仓买入
85,2000-03-31,000364,股票000364,BUY,43.74,1208,52837.920000000006,105.67584000000001,换仓买入
86,2000-03-31,000192,股票000192,BUY,37.94,1392,52812.479999999996,105.62495999999999,换仓买入
87,2000-03-31,000379,股票000379,BUY,28.59,1848,52834.32,105.66864,换仓买入
88,2000-03-31,000067,股票000067,BUY,50.85,1039,52833.15,105.6663,换仓买入
89,2000-03-31,000002,股票000002,BUY,117.09,451,52807.590000000004,105.61518000000001,换仓买入
90,2000-03-31,000352,股票000352,BUY,108.36,487,52771.32,105.54264,换仓买入
91,2000-03-31,000239,股票000239,BUY,92.41,571,52766.11,105.53222000000001,换仓买入
92,2000-03-31,000034,股票000034,BUY,116.37,454,52831.98,105.66396,换仓买入
93,2000-03-31,000037,股票000037,BUY,65.91,801,52793.909999999996,105.58782,换仓买入
94,2000-03-31,000395,股票000395,BUY,82.55,640,52832.0,105.664,换仓买入
95,2000-03-31,000115,股票000115,BUY,100.37,526,52794.62,105.58924,换仓买入
96,2000-03-31,000399,股票000399,BUY,76.35,15,1145.25,2.2905,换仓加仓
97,2000-03-31,000212,股票000212,BUY,64.04,825,52833.00000000001,105.66600000000001,换仓买入
98,2000-03-31,000040,股票000040,BUY,27.15,1946,52833.899999999994,105.66779999999999,换仓买入
99,2000-03-31,000410,股票000410,BUY,20.91,2466,51564.06,103.12812,换仓买入
100,2000-04-28,000379,股票000379,SELL,29.0,1848,53592.0,107.184,换仓卖出
101,2000-04-28,000366,股票000366,SELL,118.76,451,53560.76,107.12152,换仓卖出
102,2000-04-28,000102,股票000102,SELL,55.14,969,53430.66,106.86132,换仓卖出
103,2000-04-28,000037,股票000037,SELL,66.23,801,53050.23,106.10046000000001,换仓卖出
104,2000-04-28,000399,股票000399,SELL,74.27,692,51394.84,102.78967999999999,换仓卖出
105,2000-04-28,000034,股票000034,SELL,112.11,454,50897.94,101.79588000000001,换仓卖出
106,2000-04-28,000115,股票000115,SELL,96.63,526,50827.38,101.65476,换仓卖出
107,2000-04-28,000210,股票000210,SELL,54.57,962,52496.340000000004,104.99268000000001,换仓卖出
108,2000-04-28,000395,股票000395,SELL,79.1,640,50624.0,101.248,换仓卖出
109,2000-04-28,000067,股票000067,SELL,51.49,1039,53498.11,106.99622000000001,换仓卖出
110,2000-04-28,000212,股票000212,SELL,64.15,825,52923.75000000001,105.84750000000001,换仓卖出
111,2000-04-28,000410,股票000410,SELL,20.14,2527,50893.78,101.78756,换仓卖出
112,2000-04-28,000352,股票000352,SELL,108.4,487,52790.8,105.58160000000001,换仓卖出
113,2000-04-28,000239,股票000239,SELL,90.46,571,51652.659999999996,103.30532,换仓卖出
114,2000-04-28,000364,股票000364,SELL,43.97,1208,53115.76,106.23152,换仓卖出
115,2000-04-28,000103,股票000103,SELL,40.57,1340,54363.8,108.72760000000001,换仓卖出
116,2000-04-28,000040,股票000040,SELL,27.53,1946,53573.380000000005,107.14676000000001,换仓卖出
117,2000-04-28,000192,股票000192,SELL,35.9,1392,49972.799999999996,99.9456,换仓卖出
118,2000-04-28,000134,股票000134,BUY,83.01,629,52213.29,104.42658,换仓买入
119,2000-04-28,000491,股票000491,BUY,65.66,795,52199.7,104.3994,换仓买入
120,2000-04-28,000145,股票000145,BUY,99.9,522,52147.8,104.29560000000001,换仓买入
121,2000-04-28,000477,股票000477,BUY,87.74,595,52205.299999999996,104.41059999999999,换仓买入
122,2000-04-28,000163,股票000163,BUY,82.97,629,52188.13,104.37626,换仓买入
123,2000-04-28,000236,股票000236,BUY,94.28,553,52136.840000000004,104.27368000000001,换仓买入
124,2000-04-28,000348,股票000348,BUY,12.29,4249,52220.21,104.44042,换仓买入
125,2000-04-28,000093,股票000093,BUY,37.13,1406,52204.780000000006,104.40956000000001,换仓买入
126,2000-04-28,000301,股票000301,BUY,100.31,520,52161.200000000004,104.32240000000002,换仓买入
127,2000-04-28,000172,股票000172,BUY,98.71,529,52217.59,104.43517999999999,换仓买入
128,2000-04-28,000005,股票000005,BUY,67.03,779,52216.37,104.43274000000001,换仓买入
129,2000-04-28,000489,股票000489,BUY,106.14,492,52220.88,104.44176,换仓买入
130,2000-04-28,000019,股票000019,BUY,83.44,625,52150.0,104.3,换仓买入
131,2000-04-28,000164,股票000164,BUY,44.47,1174,52207.78,104.41556,换仓买入
132,2000-04-28,000002,股票000002,BUY,113.16,10,1131.6,2.2632,换仓加仓
133,2000-04-28,000481,股票000481,BUY,85.64,609,52154.76,104.30952,换仓买入
134,2000-04-28,000306,股票000306,SELL,114.05,5,570.25,1.1405,换仓减仓
135,2000-04-28,000248,股票000248,BUY,97.11,537,52148.07,104.29614000000001,换仓买入
136,2000-04-28,000484,股票000484,BUY,43.59,1198,52220.82000000001,104.44164000000002,换仓买入
137,2000-04-28,000051,股票000051,BUY,31.76,1609,51101.840000000004,102.20368,换仓买入
138,2000-05-31,000481,股票000481,SELL,84.2,609,51277.8,102.55560000000001,换仓卖出
139,2000-05-31,000164,股票000164,SELL,42.63,1174,50047.62,100.09524,换仓卖出
140,2000-05-31,000491,股票000491,SELL,63.11,795,50172.45,100.3449,换仓卖出
141,2000-05-31,000348,股票000348,SELL,11.86,4249,50393.14,100.78628,换仓卖出
142,2000-05-31,000248,股票000248,SELL,94.91,537,50966.67,101.93334,换仓卖出
143,2000-05-31,000005,股票000005,SELL,64.43,779,50190.97000000001,100.38194000000001,换仓卖出
144,2000-05-31,000163,股票000163,SELL,84.95,629,53433.55,106.86710000000001,换仓卖出
145,2000-05-31,000484,股票000484,SELL,41.71,1198,49968.58,99.93716,换仓卖出
146,2000-05-31,000051,股票000051,SELL,31.08,1644,51095.52,102.19104,换仓卖出
147,2000-05-31,000489,股票000489,SELL,104.09,492,51212.28,102.42456,换仓卖出
148,2000-05-31,000145,股票000145,SELL,97.52,522,50905.439999999995,101.81088,换仓卖出
149,2000-05-31,000236,股票000236,SELL,92.37,553,51080.61,102.16122,换仓卖出
150,2000-05-31,000172,股票000172,SELL,95.31,529,50418.99,100.83798,换仓卖出
151,2000-05-31,000093,股票000093,SELL,35.68,1406,50166.08,100.33216,换仓卖出
152,2000-05-31,000301,股票000301,SELL,95.94,520,49888.799999999996,99.77759999999999,换仓卖出
153,2000-05-31,000002,股票000002,SELL,110.25,461,50825.25,101.65050000000001,换仓卖出
154,2000-05-31,000134,股票000134,SELL,82.44,629,51854.76,103.70952000000001,换仓卖出
155,2000-05-31,000019,股票000019,SELL,82.32,625,51449.99999999999,102.89999999999999,换仓卖出
156,2000-05-31,000477,股票000477,SELL,85.47,595,50854.65,101.7093,换仓卖出
157,2000-05-31,000229,股票000229,BUY,57.66,878,50625.479999999996,101.25095999999999,换仓买入
158,2000-05-31,000486,股票000486,BUY,65.59,772,50635.48,101.27096,换仓买入
159,2000-05-31,000065,股票000065,BUY,106.45,476,50670.200000000004,101.34040000000002,换仓买入
160,2000-05-31,000057,股票000057,BUY,107.84,469,50576.96,101.15392,换仓买入
161,2000-05-31,000457,股票000457,BUY,14.61,3468,50667.479999999996,101.33496,换仓买入
162,2000-05-31,000256,股票000256,BUY,105.95,478,50644.1,101.2882,换仓买入
163,2000-05-31,000261,股票000261,BUY,17.04,2974,50676.96,101.35392,换仓买入
164,2000-05-31,000334,股票000334,BUY,32.84,1543,50672.12,101.34424000000001,换仓买入
165,2000-05-31,000238,股票000238,BUY,78.27,647,50640.689999999995,101.28138,换仓买入
166,2000-05-31,000038,股票000038,BUY,67.03,756,50674.68,101.34936,换仓买入
167,2000-05-31,000287,股票000287,BUY,62.73,807,50623.11,101.24622000000001,换仓买入
168,2000-05-31,000382,股票000382,BUY,71.49,708,50614.92,101.22984,换仓买入
169,2000-05-31,000306,股票000306,BUY,107.89,12,1294.68,2.58936,换仓加仓
170,2000-05-31,000092,股票000092,BUY,91.3,555,50671.5,101.343,换仓买入
171,2000-05-31,000090,股票000090,BUY,58.7,863,50658.100000000006,101.31620000000001,换仓买入
172,2000-05-31,000391,股票000391,BUY,63.15,802,50646.299999999996,101.2926,换仓买入
173,2000-05-31,000492,股票000492,BUY,53.91,940,50675.399999999994,101.35079999999999,换仓买入
174,2000-05-31,000366,股票000366,BUY,113.53,446,50634.38,101.26876,换仓买入
175,2000-05-31,000350,股票000350,BUY,45.87,1104,50640.479999999996,101.28096,换仓买入
176,2000-05-31,000197,股票000197,BUY,119.88,412,49390.56,98.78112,换仓买入
177,2000-06-30,000382,股票000382,SELL,71.71,708,50770.67999999999,101.54135999999998,换仓卖出
178,2000-06-30,000366,股票000366,SELL,113.25,446,50509.5,101.019,换仓卖出
179,2000-06-30,000092,股票000092,SELL,86.47,555,47990.85,95.9817,换仓卖出
180,2000-06-30,000287,股票000287,SELL,58.52,807,47225.64,94.45128,换仓卖出
181,2000-06-30,000457,股票000457,SELL,14.55,3468,50459.4,100.9188,换仓卖出
182,2000-06-30,000350,股票000350,SELL,44.52,1104,49150.08,98.30016,换仓卖出
183,2000-06-30,000256,股票000256,SELL,102.85,478,49162.299999999996,98.32459999999999,换仓卖出
184,2000-06-30,000229,股票000229,SELL,57.67,878,50634.26,101.26852000000001,换仓卖出
185,2000-06-30,000334,股票000334,SELL,31.17,1543,48095.310000000005,96.19062000000001,换仓卖出
186,2000-06-30,000090,股票000090,SELL,55.66,863,48034.579999999994,96.06916,换仓卖出
187,2000-06-30,000306,股票000306,SELL,107.01,469,50187.69,100.37538,换仓卖出
188,2000-06-30,000038,股票000038,SELL,62.61,756,47333.159999999996,94.66632,换仓卖出
189,2000-06-30,000492,股票000492,SELL,50.08,940,47075.2,94.15039999999999,换仓卖出
190,2000-06-30,000261,股票000261,SELL,16.8,2974,49963.200000000004,99.92640000000002,换仓卖出
191,2000-06-30,000238,股票000238,SELL,74.02,647,47890.939999999995,95.78187999999999,换仓卖出
192,2000-06-30,000486,股票000486,SELL,63.51,772,49029.72,98.05944000000001,换仓卖出
193,2000-06-30,000391,股票000391,SELL,64.61,802,51817.22,103.63444,换仓卖出
194,2000-06-30,000065,股票000065,SELL,102.33,476,48709.08,97.41816,换仓卖出
195,2000-06-30,000057,股票000057,SELL,101.64,469,47669.16,95.33832000000001,换仓卖出
196,2000-06-30,000197,股票000197,SELL,110.64,422,46690.08,93.38016,换仓卖出
197,2000-06-30,000072,股票000072,BUY,109.92,444,48804.48,97.60896000000001,换仓买入
198,2000-06-30,000277,股票000277,BUY,112.6,433,48755.799999999996,97.51159999999999,换仓买入
199,2000-06-30,000378,股票000378,BUY,109.37,446,48779.020000000004,97.55804,换仓买入
200,2000-06-30,000414,股票000414,BUY,35.51,1374,48790.74,97.58148,换仓买入
201,2000-06-30,000364,股票000364,BUY,41.18,1185,48798.3,97.59660000000001,换仓买入
202,2000-06-30,000278,股票000278,BUY,49.59,984,48796.560000000005,97.59312000000001,换仓买入
203,2000-06-30,000160,股票000160,BUY,17.94,2721,48814.740000000005,97.62948000000002,换仓买入
204,2000-06-30,000105,股票000105,BUY,64.2,760,48792.0,97.584,换仓买入
205,2000-06-30,000330,股票000330,BUY,94.77,515,48806.549999999996,97.61309999999999,换仓买入
206,2000-06-30,000016,股票000016,BUY,101.43,481,48787.83,97.57566,换仓买入
207,2000-06-30,000451,股票000451,BUY,96.87,504,48822.48,97.64496000000001,换仓买入
208,2000-06-30,000450,股票000450,BUY,81.3,600,48780.0,97.56,换仓买入
209,2000-06-30,000170,股票000170,BUY,77.49,630,48818.7,97.6374,换仓买入
210,2000-06-30,000272,股票000272,BUY,35.44,1377,48800.88,97.60176,换仓买入
211,2000-06-30,000101,股票000101,BUY,44.86,1088,48807.68,97.61536000000001,换仓买入
212,2000-06-30,000106,股票000106,BUY,112.05,435,48741.75,97.4835,换仓买入
213,2000-06-30,000343,股票000343,BUY,51.23,953,48822.189999999995,97.64438,换仓买入
214,2000-06-30,000246,股票000246,BUY,57.66,846,48780.36,97.56072,换仓买入
215,2000-06-30,000151,股票000151,BUY,108.86,448,48769.28,97.53856,换仓买入
216,2000-06-30,000130,股票000130,BUY,25.4,1868,47447.2,94.89439999999999,换仓买入
217,2000-07-31,000272,股票000272,SELL,34.26,1377,47176.02,94.35204,换仓卖出
218,2000-07-31,000105,股票000105,SELL,59.58,760,45280.799999999996,90.5616,换仓卖出
219,2000-07-31,000378,股票000378,SELL,103.02,446,45946.92,91.89384,换仓卖出
220,2000-07-31,000151,股票000151,SELL,106.28,448,47613.44,95.22688000000001,换仓卖出
221,2000-07-31,000278,股票000278,SELL,48.57,984,47792.88,95.58576,换仓卖出
222,2000-07-31,000160,股票000160,SELL,16.07,2721,43726.47,87.45294,换仓卖出
223,2000-07-31,000170,股票000170,SELL,75.68,630,47678.4,95.3568,换仓卖出
224,2000-07-31,000246,股票000246,SELL,55.38,846,46851.48,93.70296,换仓卖出
225,2000-07-31,000106,股票000106,SELL,107.13,435,46601.549999999996,93.20309999999999,换仓卖出
226,2000-07-31,000277,股票000277,SELL,108.09,433,46802.97,93.60594,换仓卖出
227,2000-07-31,000130,股票000130,SELL,24.41,1922,46916.02,93.83203999999999,换仓卖出
228,2000-07-31,000330,股票000330,SELL,87.5,515,45062.5,90.125,换仓卖出
229,2000-07-31,000016,股票000016,SELL,98.16,481,47214.96,94.42992,换仓卖出
230,2000-07-31,000343,股票000343,SELL,48.33,953,46058.49,92.11698,换仓卖出
231,2000-07-31,000101,股票000101,SELL,42.95,1088,46729.600000000006,93.45920000000001,换仓卖出
232,2000-07-31,000414,股票000414,SELL,33.72,1374,46331.28,92.66256,换仓卖出
233,2000-07-31,000072,股票000072,SELL,105.0,444,46620.0,93.24,换仓卖出
234,2000-07-31,000364,股票000364,SELL,39.0,1185,46215.0,92.43,换仓卖出
235,2000-07-31,000450,股票000450,SELL,78.36,600,47016.0,94.032,换仓卖出
236,2000-07-31,000451,股票000451,SELL,95.53,504,48147.12,96.29424,换仓卖出
237,2000-07-31,000133,股票000133,BUY,100.71,461,46427.31,92.85462,换仓买入
238,2000-07-31,000352,股票000352,BUY,96.97,479,46448.63,92.89726,换仓买入
239,2000-07-31,000430,股票000430,BUY,40.8,1139,46471.2,92.94239999999999,换仓买入
240,2000-07-31,000073,股票000073,BUY,30.66,1516,46480.56,92.96112,换仓买入
241,2000-07-31,000184,股票000184,BUY,45.07,1031,46467.17,92.93433999999999,换仓买入
242,2000-07-31,000329,股票000329,BUY,27.06,1718,46489.079999999994,92.97815999999999,换仓买入
243,2000-07-31,000048,股票000048,BUY,12.12,3836,46492.32,92.98464,换仓买入
244,2000-07-31,000247,股票000247,BUY,16.5,2817,46480.5,92.961,换仓买入
245,2000-07-31,000134,股票000134,BUY,77.77,597,46428.689999999995,92.85737999999999,换仓买入
246,2000-07-31,000200,股票000200,BUY,97.95,474,46428.3,92.85660000000001,换仓买入
247,2000-07-31,000322,股票000322,BUY,88.88,523,46484.24,92.96848,换仓买入
248,2000-07-31,000093,股票000093,BUY,33.28,1397,46492.16,92.98432000000001,换仓买入
249,2000-07-31,000172,股票000172,BUY,89.37,520,46472.4,92.9448,换仓买入
250,2000-07-31,000402,股票000402,BUY,101.03,460,46473.8,92.94760000000001,换仓买入
251,2000-07-31,000394,股票000394,BUY,109.88,423,46479.24,92.95848,换仓买入
252,2000-07-31,000427,股票000427,BUY,51.65,900,46485.0,92.97,换仓买入
253,2000-07-31,000393,股票000393,BUY,96.2,483,46464.6,92.9292,换仓买入
254,2000-07-31,000198,股票000198,BUY,19.35,2402,46478.700000000004,92.9574,换仓买入
255,2000-07-31,000365,股票000365,BUY,93.83,495,46445.85,92.8917,换仓买入
256,2000-07-31,000257,股票000257,BUY,36.36,1242,45159.12,90.31824,换仓买入
257,2000-08-31,000133,股票000133,SELL,99.64,461,45934.04,91.86808,换仓卖出
258,2000-08-31,000329,股票000329,SELL,25.75,1718,44238.5,88.477,换仓卖出
259,2000-08-31,000352,股票000352,SELL,93.56,479,44815.24,89.63047999999999,换仓卖出
260,2000-08-31,000322,股票000322,SELL,89.98,523,47059.54,94.11908,换仓卖出
261,2000-08-31,000402,股票000402,SELL,98.3,460,45218.0,90.436,换仓卖出
262,2000-08-31,000394,股票000394,SELL,107.26,423,45370.98,90.74196,换仓卖出
263,2000-08-31,000427,股票000427,SELL,52.66,900,47394.0,94.788,换仓卖出
264,2000-08-31,000073,股票000073,SELL,29.98,1516,45449.68,90.89936,换仓卖出
265,2000-08-31,000184,股票000184,SELL,43.81,1031,45168.11,90.33622,换仓卖出
266,2000-08-31,000430,股票000430,SELL,40.72,1139,46380.08,92.76016,换仓卖出
267,2000-08-31,000365,股票000365,SELL,92.27,495,45673.65,91.3473,换仓卖出
268,2000-08-31,000393,股票000393,SELL,97.06,483,46879.98,93.75996,换仓卖出
269,2000-08-31,000048,股票000048,SELL,12.09,3836,46377.24,92.75448,换仓卖出
270,2000-08-31,000172,股票000172,SELL,87.26,520,45375.200000000004,90.75040000000001,换仓卖出
271,2000-08-31,000093,股票000093,SELL,31.07,1397,43404.79,86.80958,换仓卖出
272,2000-08-31,000134,股票000134,SELL,72.43,597,43240.71000000001,86.48142000000001,换仓卖出
273,2000-08-31,000198,股票000198,SELL,19.64,2402,47175.28,94.35056,换仓卖出
274,2000-08-31,000200,股票000200,SELL,94.57,474,44826.18,89.65236,换仓卖出
275,2000-08-31,000257,股票000257,SELL,35.87,1278,45841.85999999999,91.68372,换仓卖出
276,2000-08-31,000247,股票000247,BUY,15.09,187,2821.83,5.64366,换仓加仓
277,2000-08-31,000457,股票000457,BUY,13.21,3431,45323.51,90.64702000000001,换仓买入
278,2000-08-31,000190,股票000190,BUY,29.41,1541,45320.81,90.64162,换仓买入
279,2000-08-31,000102,股票000102,BUY,46.68,971,45326.28,90.65256,换仓买入
280,2000-08-31,000287,股票000287,BUY,55.67,814,45315.380000000005,90.63076000000001,换仓买入
281,2000-08-31,000303,股票000303,BUY,52.84,857,45283.880000000005,90.56776,换仓买入
282,2000-08-31,000009,股票000009,BUY,29.57,1533,45330.81,90.66162,换仓买入
283,2000-08-31,000397,股票000397,BUY,74.88,605,45302.399999999994,90.6048,换仓买入
284,2000-08-31,000426,股票000426,BUY,26.34,1720,45304.8,90.60960000000001,换仓买入
285,2000-08-31,000015,股票000015,BUY,65.2,695,45314.0,90.628,换仓买入
286,2000-08-31,000470,股票000470,BUY,46.71,970,45308.700000000004,90.61740000000002,换仓买入
287,2000-08-31,000490,股票000490,BUY,101.65,445,45234.25,90.4685,换仓买入
288,2000-08-31,000156,股票000156,BUY,46.45,975,45288.75,90.5775,换仓买入
289,2000-08-31,000364,股票000364,BUY,37.09,1222,45323.98,90.64796000000001,换仓买入
290,2000-08-31,000024,股票000024,BUY,84.04,539,45297.560000000005,90.59512000000001,换仓买入
291,2000-08-31,000083,股票000083,BUY,62.9,720,45288.0,90.57600000000001,换仓买入
292,2000-08-31,000450,股票000450,BUY,74.34,609,45273.060000000005,90.54612000000002,换仓买入
293,2000-08-31,000471,股票000471,BUY,9.77,4639,45323.03,90.64606,换仓买入
294,2000-08-31,000239,股票000239,BUY,75.59,599,45278.41,90.55682,换仓买入
295,2000-08-31,000033,股票000033,BUY,44.39,994,44123.66,88.24732,换仓买入
296,2000-09-29,000397,股票000397,SELL,77.67,605,46990.35,93.9807,换仓卖出
297,2000-09-29,000470,股票000470,SELL,49.58,970,48092.6,96.1852,换仓卖出
298,2000-09-29,000024,股票000024,SELL,84.54,539,45567.060000000005,91.13412000000001,换仓卖出
299,2000-09-29,000287,股票000287,SELL,51.02,814,41530.280000000006,83.06056000000001,换仓卖出
300,2000-09-29,000457,股票000457,SELL,13.37,3431,45872.469999999994,91.74493999999999,换仓卖出
301,2000-09-29,000239,股票000239,SELL,78.36,599,46937.64,93.87528,换仓卖出
302,2000-09-29,000033,股票000033,SELL,42.88,1021,43780.48,87.56096000000001,换仓卖出
303,2000-09-29,000009,股票000009,SELL,29.11,1533,44625.63,89.25126,换仓卖出
304,2000-09-29,000426,股票000426,SELL,25.72,1720,44238.4,88.47680000000001,换仓卖出
305,2000-09-29,000015,股票000015,SELL,64.42,695,44771.9,89.5438,换仓卖出
